D0	D33
201033_x_at	-0.013453167651571	-0.013453167651571
201034_at	-0.94569827746961	-0.94569827746961
201035_s_at	2.53449312798114	2.53449312798114
201036_s_at	0.521614595432835	0.521614595432835
201037_at	1.3081748394595	1.3081748394595
201038_s_at	1.42040427783191	1.42040427783191
201039_s_at	0.660090126614406	0.660090126614406
201040_at	-0.137811566509075	-0.137811566509075
201041_s_at	-0.503941511645172	-0.503941511645172
201042_at	-0.52542855334518	-0.52542855334518
201043_s_at	1.02084318913064	1.02084318913064
201044_x_at	1.53187411253246	1.53187411253246
201046_s_at	0.282116443094383	0.282116443094383
201047_x_at	-0.291959584182411	-0.291959584182411
201048_x_at	-4.50097196812066	-4.50097196812066
201049_s_at	-0.23053082618371	-0.23053082618371
201050_at	1.60228292179283	1.60228292179283
201051_at	1.08487649276178	1.08487649276178
201052_s_at	0.563985870237047	0.563985870237047
201053_s_at	0.662032655797498	0.662032655797498
201054_at	0.19986652576037	0.19986652576037
201055_s_at	0.276874185270168	0.276874185270168
201056_at	1.91129540532314	1.91129540532314
201057_s_at	0.144897712585161	0.144897712585161
201058_s_at	-0.32192268336512	-0.32192268336512
201059_at	-2.89204466092236	-2.89204466092236
201060_x_at	-2.0914153287371	-2.0914153287371
201061_s_at	-1.54641677132503	-1.54641677132503
201063_at	0.795258749677528	0.795258749677528
201064_s_at	0.546559995726309	0.546559995726309
201065_s_at	0.382889681786047	0.382889681786047
201066_at	0.168792103562888	0.168792103562888
201067_at	-0.310426647295783	-0.310426647295783
201068_s_at	-0.0295520150782291	-0.0295520150782291
201069_at	-1.31614558423931	-1.31614558423931
201070_x_at	-0.535440026501481	-0.535440026501481
201071_x_at	0.0336169530473462	0.0336169530473462
201072_s_at	1.24687510148084	1.24687510148084
201073_s_at	0.698527088229604	0.698527088229604
201074_at	0.855452995757441	0.855452995757441
201075_s_at	0.547441180068796	0.547441180068796
201076_at	0.102461285967314	0.102461285967314
201077_s_at	0.00525630795502607	0.00525630795502607
201078_at	-0.47736056772016	-0.47736056772016
201079_at	-0.364090326631551	-0.364090326631551
201080_at	-0.0626094886443855	-0.0626094886443855
