Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
P014_D0	0.4426623612567047	0	0.05794062823610136	0.08912781879319621	0.07075899683381395	0.07624911313846014	0	0	0.021618030001217002	0	0.023644708201216627	0.018490586809846152	0.06055178307459289	0.03569138567934287	0	0.02589506963054271	0	0	0.029123046264469314	0	0.03096610206508777	0.01728037001540818	0	0.425386585574055	0.9191187896286664
P015_D0	0.25078809136303454	0.011800775470564481	0.10101033614213363	0.19010756105337187	0.24370042430812128	0	0.006581280473767406	0	0	0	0.051710277354316526	0.021862425074434876	0.05944907094044061	0.009247847768551663	0	0	0	0.00455032804710311	0	0	0.027645797605302034	0.02154578439885803	0	0.5343526035524356	0.8448267674494219
P016_D0	0.5764540208677662	0	0.015379280352969975	0.04875067608174962	0.06586043523908396	0.09061645083808528	0	0.001652668718951864	0	0	0	0.07490713112224621	0.024423451998255095	0.019888614778526926	0	0.024506487916427157	0	0	0.03215414123244041	0	0.0254066408534973	0	0	0.4627934313210965	0.9112810741187213
P017_D0	0.2312473422086222	0	0.022518280429683835	0.3450417233749995	0	0	0.009509598986044645	0.13749904320038725	0.06352917761348663	0.023631601253277464	0	0.10825829409667678	0.01853458695731029	0.009148924533357505	0	0.00367721742868007	0	0.001211082503775811	0.005885269369179112	0	0.014964338276259774	0.005343519768259206	0	0.5510813379126637	0.8354340374954891
P018_D0	0.3829689819232053	0	0.05733562952692117	0.12353744457628973	0.0677566202523394	0.08156771859518493	0	0	0	0	0.03145556666138521	0.030597547970414727	0.10123468869982047	0.024707735090099388	0	0	0	0.011608712104459589	0	0.03843568897327898	0.04879366562660114	0	0.01	0.3655697557778853	0.9489578003185355
P019_D0	0.5629705399110453	0	0.037185896001969754	0.007863627295519418	0.2268613000201947	0	0	0	0	0	0.046018164266590764	0.007544954578514277	0.035617453559802975	0.01688794202381364	0	0.008554879563436453	0	0.0007	0.02127328954569817	0	0.028525681738158136	0	0	0.45215255911052943	0.9206629475871378
P020_D0	0.3306214156723099	0	0.17167108000991035	0.12803662425784326	0.040883665801678466	0	0	0.0070186769251075285	0.058721350123207006	0	0.12008618147994421	0.03435763171487288	0.028369374249140683	0.01774748341565353	0	0	0	0	0.04997200553596608	0	0.01159967105055995	0.0009	0	0.43666765878477676	0.916796078237519
P022_D0	0.3929258396524148	0	0.1395056634493354	0.029191442407785394	0.08967687648100167	0.08888156288207925	0	0	0	0	0	0.11784428781291029	0.014678999683296643	0	0	0	0	0.010142882358162372	0.05296144816553237	0	0.05695340844613268	0.007237588661349196	0.01	0.3416983416795988	0.980873744944672
P023_D0	0.07039472015272795	0	0.03483086442900358	0.1959042123801193	0.0889639644587768	0	0.04541944609968176	0.030227917402016656	0	0.02768886576811649	0.13130046532721198	0	0.24636426793627922	0.035873222890119634	0	0	0	0.0010820916594498197	0.050404840212633084	0	0.012008870201772227	0.02953625108209153	0.01	0.3534796462869161	0.9400464426317963
P024_D0	0.4625731592027371	0	0.05259104654682799	0	0.12919715112993052	0.07883246704816002	0	0	0	0.006253188037703235	0.07731886211092456	0	0.07933625253040717	0.027176519059924232	0	0	0	0.006761787247810092	0.03046502008427058	0	0.04949454700130449	0	0.01	0.3475670285982022	0.9695509326688988
P025_D0	0.32434218506215085	0	0.13489609727594182	0.048150890280298016	0.04491554580408786	0.11952663787378914	0	0.021412856549049196	0	0	0.00472401883509535	0.11762601869246218	0.07024308982983962	0.017886006704718734	0	0	0	0.008247944014831188	0.04295292313982322	0	0.04452970939538455	0.0005	0.01	0.34855002252861056	0.9624599473724643
P026_D0	0.09476604333794486	0.0026918499926394607	0.06039147871990807	0.055608920489984386	0.15748362160064205	0	0	0.015537668060364714	0	0	0.020424332235851633	0.06552489584960658	0.2677507571260116	0.08011456797913845	0	0	0	0.014066390613821159	0.04747490555315198	0	0.08868017609478104	0.02948439234615411	0.01	0.29421103444995816	0.9631272816055682
P027_D0	0.2192303628984345	0.029882744939640663	0.13656582617681529	0.013072484285042284	0.17369893939182945	0.1363144254734056	0	0	0	0	0.030352434489266715	0.05894079901807187	0.03802459424363182	0.07632276427564862	0	0.008460540514420495	0	0	0.02221395962360169	0	0.04607078298966335	0.010849341680527704	0.01	0.3329546115511866	0.9608626935360526
P028_D0	0.42010339317585793	0	0.07719172562728821	0	0.23106073801939514	0.05313057577043274	0	0	0	0	0.029595714959954472	0.056410468185605384	0.017034304062430245	0.017094837866612665	0	0.00561597146018581	0	0.001607247485493054	0.05295402441526344	0	0.038200998971480916	0	0.01	0.33067032603953456	0.9816971504652725
P029_D0	0.5358185978500003	0	0.03628335764965073	0.0446429863954886	0.17388963933264862	0	0	0	0	0	0.02989310318025855	0.060689525486472426	0.03567088527083561	0.007872554575016571	0	0	0	0	0.044048660454475745	0	0.03119068980515291	0	0.01	0.4107513184765517	0.9451569484609925
P031_D0	0.22677618677086395	0	0.03146491509128744	0.06866284265683592	0	0.2778967249697514	0	0.02255534858978162	0	0	0	0.07319384614816729	0.1521890635760627	0.04244396964722047	0	0	0	0.006656505548052354	0.018994516729876357	0	0.07916608027210047	0	0.01	0.3540415276317821	0.9415906503240609
P032_D0	0.37896088748975254	0	0.11476428642869758	0.04086214159619464	0.010204155947803705	0.159456577501034	0	0	0	0	0.04491697343524039	0	0.10265336627176366	0.0364133161941609	0	0	0	0.005576657821426755	0.022206096237031608	0	0.0703743714976189	0.013611169579275263	0	0.45757848153185915	0.8955860364776717
P033_D0	0.368372360687856	0	0.12107011157135476	0.003288775406463823	0.10356608766654903	0.12073744145711053	0	0	0	0	0.047085517586714344	0.016563698270237855	0.07677385747983441	0.0384373784514373	0	0.006142914350750605	0	0	0.036523696379562674	0	0.054515267983925565	0.006922892708203122	0	0.42535320284635736	0.915806499483975
P034_D0	0.340300125447129	0	0.1932289185782055	0.025716347425569056	0.047805998403973204	0.09928534445068148	0	0	0.0220977554000476	0	0.008820126168492882	0.02299329594177196	0.11302877588385542	0.0711231588976366	0	0	0	0	0	0.009113661661675848	0.046486491740961394	0	0.01	0.3294562563944173	0.9835421448749103
P035_D0	0.4813786328393922	0	0.002353934476090814	0	0.28308339555431455	0.0884160568405007	0	0	0	0	0.004897971457640211	0.0383909739372087	0.03711354791179627	0.011335563587705337	0	0.007862541053201765	0	0.005168443542236698	0.011804368133477636	0	0.028194570666435135	0	0.01	0.380824700505672	0.9572783585450323
P036_D0	0.16287734930952133	0.00934480713029665	0.15325497092533663	0.022935782808294974	0.17549428391289237	0.23321708065882057	0	0	0	0	0	0.09328629694732844	0.056032440137024964	0	0	0	0	0.007780864388840143	0.034611225772598266	0	0.04779455252072146	0.0033703454883242247	0.01	0.279091712875089	0.9920877829920414
