Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
P091_D0	0.28683883588797066	0.18304584784677777	0.0876731155213421	0.04148757194288939	0.11813397646704508	0.0008	0.016113090820202517	0.016916942297647397	0	0	0.054923149756718546	0.0590403585060622	0.047033594756885753	0.011299634318244236	0	0.006258655725544992	0	0	0.05605350081787386	0	0.0011671394829773911	0.013223199973345555	0	0.5211837594179567	0.8574566854366366
P092_D0	0.5893274032328809	0	0.25239281168331107	0.009365789518662236	0.05100744044268782	0.010576139351675175	0	0.01510056697432545	0	0	0.03975352379270671	0	0.013694691234809186	0	0.0017392752313170152	0	0	0	0	0.017042358537624345	0	0	0	0.4285613147773868	1.0081538777048857
P093_D0	0.3277040211376063	0.08306034357315133	0.09478139092619645	0	0.14333710982098133	0	0	0.0016709339338264622	0	0	0.04994897293597151	0.006738060327814799	0.1639236652623277	0.042778050647374326	0	0	0	0	0	0.03172723828741669	0.026471830039457307	0.027858383107875733	0.01	0.2950687035151251	0.9937769809600038
P094_D0	0.20019050157177443	0.23003461297622524	0.04313965706353471	0.0553811145037879	0.04487806747072464	0.1675268685720589	0	0	0	0	0.023573043274484028	0.11519546105180153	0.031536328681743844	0.012725074059709348	0	0.0126040712842702	0	0	0.013638469742145429	0	0.04199911496388021	0.007577614783859673	0	0.3888897370864937	0.9400905121458732
P095_D0	0.39518464345451787	0.16752350353556897	0	0.033975654457721285	0.16102214779033006	0.027693745758538297	0	0	0	0	0.04298667269754672	0.047223861405444205	0.025188751368765135	0.024674468674889063	0	0.019593265209205072	0	0	0.02819746474657124	0	0.022993682813737662	0.003742138087164482	0	0.42976662048404385	0.9253416110304943
P096_D0	0.27929164457774747	0	0.10211415913237692	0.06445993786356564	0.19435327971430671	0	0.012899676249416464	0.001298251066969265	0	0	0.09966593391563344	0	0.10963263706029248	0.020453270726717557	0	0	0	0	0.022132320675084752	0	0.07103084175378019	0.02266804726410911	0.01	0.2747164464354223	0.9895211005614559
P097_D0	0.3117588706624406	0.03941436579864862	0.04220415589088502	0	0.025673064348921342	0.01646115705951286	0.024556604153622374	0	0.012576063319577523	0.010597581928072542	0.02526988339730164	0.0008	0.17984904049845624	0.02140843739827446	0.017095559187624676	0	0	0	0.06121525015013879	0	0.14409806095698052	0.0670609429822116	0	0.4160350003351833	0.9132411170791176
P098_D0	0.1841168810663862	0.09045271479469458	0.02098908109382089	0.33528739038660266	0	0	0.0025431311234867878	0.0048842649410689365	0	0	0	0.0733264991320651	0.08345699270093168	0.007880349777782767	0	0.012369042811840359	0	0	0.06125946689116143	0	0.12343418528015859	0	0	0.3063272411391233	0.9711778146800556
P099_D0	0.32114007212333007	0	0.10211280114480147	0.06313107343078408	0.14282282196627313	0.14231204247891502	0	0	0	0	0	0.08349417623934272	0.02529235311052518	0.01621180879927216	0	0.00875632783973748	0	0.0050675680255030135	0.04829542434101426	0	0.0413635305005015	0	0.01	0.28736929083575175	0.9956762851616633
P100_D0	0.28270848448976793	0	0.032817261145342926	0.08725051836329974	0.0856455920820939	0.014362297946931788	0.012672992509760447	0	0	0	0.06652996877343056	0.01904699639197362	0.18577716550748913	0	0.001544104593726281	0.03495311988154662	0	0	0.06915173879657803	0	0.10753975951805905	0	0	0.3435319999638853	0.9458516125570134
P101_D0	0.26532390750759866	0.03231802800991801	0.021076279839677546	0	0.10466497870933121	0.4091953120727744	0	0	0	0	0	0.05722560369099099	0.042346675790423983	0.01710976023096103	0	0	0	0.007885374210462518	0	0.009140110394886216	0.028112589267859568	0.005601380275115838	0	0.3054761700336386	0.983805932338486
P102_D0	0.040601697333221796	0	0.03683469791385346	0.003836580471066805	0.05461536199088715	0	0.038401461096178535	0	0	0.0537478674820479	0.07297125573073872	0	0.3871545720226449	0.04921095726404453	0	0	0	0.00602264492840309	0.037028524857805806	0	0.12668697872572443	0.09288740018338291	0	0.43915605307779354	0.8987147035285953
P103_D0	0	0.04116144817518896	0.03375074252548923	0	0.2125565114108842	0.2048258855627458	0	0	0	0.17090221902927993	0	0.15379143731450062	0.0017106418410052688	0.008024089896621123	0	0.019188146769124514	0	0.01131453582186224	0.119666513555829	0	0.022027840728488342	0.0010799873689808057	0	0.4013752977263855	0.9273567365189327
P104_D0	0.5044231304954133	0	0	0.042788018588894555	0.08730226567473456	0.039073303243855564	0	0.0246251807908076	0	0	0.02163847513624768	0.044639208404806424	0.07568657906535882	0.027176154847218106	0	0	0	0	0.010244400374830301	0	0.11565162891452367	0.006751654463309393	0	0.3407087728304104	0.9763704958523919
P105_D0	0.6462162715005432	0	0.052773031239739414	0	0.08867203777074524	0.13224116584801532	0	0.01172946682190328	0	0	0	0.021277382706182117	0.028311229359539232	0.0034364964425292145	0	0	0	0	0.010599687458234088	0	0.0009	0.0038252004929499595	0.03	0.21067168466843214	1.1235115636867867
P106_D0	0.26073187179958707	0	0.13119126634301756	0.0770697398128761	0.16202660669930055	0.10968836546970528	0	0	0	0	0	0.0946695833601655	0.037203357667384376	0.02033428320498703	0	0	0	0	0.07065286032877825	0	0.034629176710368685	0.0018028886038295219	0.01	0.29370865587573847	0.9875060659929198
P108_D0	0.3750280429483332	0	0.1627042783846139	0.016775119168194182	0.13711490376797247	0	0.007708126636326935	0	0	0	0.08625581438754162	0	0.13282235520822214	0.017285530305284024	0	0	0	0.0003	0	0	0.0472935558371199	0.01666957175012192	0	0.3525181873886563	0.970176751542901
P109_D0	0.49214386045659714	0	0	0.047759253502038024	0.0891376749722407	0.20009496522821524	0	0	0	0	0.023399010212981058	0.03692874369019263	0.04922247991123251	0.003204746808704295	0	0	0	0	0.011928867148290587	0	0.04618039806950788	0	0	0.3509278221898361	0.9749862076032109
P111_D0	0.4246441019983663	0	0.1560136632106597	0.0903671133805858	0	0.06990834403706708	0	0.04564011808950037	0	0.023790639611453352	0	0.0712991293821186	0.049724124770218196	0.009414437378369713	0.0032922894099733707	0.007165065665774994	0	0	0.031468590057350226	0	0.0053154106697441104	0.011956972338818117	0	0.43225045972823256	0.9287531106709119
P115_D0	0.5603146431701036	0.07322466355078106	0	0.0824610577631069	0.06448562253815282	0.0034814508614216416	0	0.04021756311515311	0	0	0.018956646342963214	0.049623593916205744	0.017559732445820604	0.00207319477736235	0.0006	0.03549390903792162	0	0	0.00868184440098406	0	0.017218662881880665	0.02560182972433381	0	0.411650042237178	0.956808998822166
P116_D0	0.01486173153318897	0	0.016382979434183664	0.07498258730311531	0.019199379340182555	0	0.02593471728827912	0.013032149915612056	0	0.1426073825853663	0.05003229581105891	0	0.3548043173742866	0.01659003531959654	0	0	0	0.0011431960982903524	0.09751335626841101	0	0.09109532823682394	0.08182054349160466	0	0.5390051650825692	0.8436450478823363
P117_D0	0.38157501197148547	0	0.07435997940283534	0	0.2558880206518087	0.11439592175170946	0	0	0	0	0	0.07023786582536419	0.003700396256495207	0.021564888176644804	0	0.002984684363157088	0	0.01407391522589804	0.04642730243260876	0	0.004583345949934864	0.010208667992057987	0	0.36113303752912584	0.9607245952308292
P119_D0	0.0936305731631023	0	0.0636911306318007	0.012532949344499706	0	0.02566310300496701	0.028166770755172856	0.029582644831270603	0	0.014038697789560493	0.038020091965111205	0	0.3749301254179392	0.07433361934040547	0	0	0	0.015832598019585666	0	0.0517049049005216	0.09863005759409077	0.07924273324197242	0	0.3564878739274056	0.9404426376935535
P120_D0	0.052657706984777244	0.21194696851990458	0.021841988265286844	0.01429042645868501	0.22567592916312829	0	0	0.037525158679688426	0.00823817610941876	0	0	0.05665681462644281	0.09430042444489511	0.09052283586344353	0	0	0	0	0	0.0016254222225946479	0.18078553312271764	0.003932615539017036	0.02	0.2525995805913095	0.9890873657310725
P121_D0	0.20929275083689958	0.07328095088027273	0.2148890848091006	0.07493970699633515	0.09067163248266706	0.0027119164906350304	0.039198762853132674	0	0	0.02280027998120271	0	0.05641050992752468	0.06924089568785959	0.030128787609073126	0	0	0	0	0.049464279343152534	0	0.030871996722122964	0.03609844538002159	0	0.514630652439197	0.8593102979825336
P122_D0	0.29792754939108157	0	0.050689806994043594	0.05786952835067776	0	0.2783342458415221	0	0.04493141147486335	0	0	0.03795496225490121	0.02619387187469398	0.1405081645968082	0.021332947039953244	0	0.009797807742051837	0	0	0.001988050788101279	0	0.03247165365130181	0	0	0.32311803681302226	0.9652917521064408
P123_D0	0.12330310390194875	0	0.08190398697859222	0.14246367880980998	0	0	0.021284027189141838	0.017540451020877933	0	0.011405083215261506	0.07124007413699796	0	0.34231603295147783	0.018573218017257684	0	0	0	0	0	0.02016333370890827	0.0977423805285209	0.05206462954120512	0.01	0.29579020690675806	0.9692270387859313
P124_D0	0.10402013348157174	0	0.13221914018553102	0.11614651715619788	0.10206999520518133	0.04626384834210535	0	0.027750992243374264	0	0	0.08200712601547912	0.028607748710315073	0.1942581950336581	0.07197758076881346	0	0	0	0.01445346146293774	0	0.01774336543701063	0.04826371988434692	0.014218176073477456	0.01	0.2922718041171336	0.9684391368020114
P125_D0	0.279110535721352	0	0.07374549389716255	0.1670635856170401	0.01937901748421327	0.00805792205050013	0.013640774121352742	0	0	0	0.22903981048763009	0	0.14633401523202205	0.0013203059619995188	0	0.03287602889069646	0	0	0.007719521435619172	0	0.02171298910041183	0	0	0.3166238062953213	0.9742485253783182
P126_D0	0.18748039337256295	0	0.24346797348350965	0.14978878313767244	0.1357664040940085	0	0.02697637051495794	0	0.008404906333492524	0	0.03168958604859808	0.01307950163493779	0.0539524391465616	0.029756676441385372	0	0.03100408268771599	0	0.0041100112630972595	0.025973496934150412	0	0.03926928985224703	0.019280085055102394	0	0.4132235070357234	0.9226370752782336
P127_D0	0.39636525943005535	0.006349836288192084	0.036245511168835634	0.013278465672734423	0.27264497741791177	0	0	0	0	0	0.05486872018045226	0	0.042910543340368264	0.011529985385993674	0	0.026215228405588504	0	0.0022101903541441974	0	0	0.1296816574204811	0.007699624935242666	0	0.372365497758643	0.947325176199391
P128_D0	0.08527164930694817	0	0.042679001826958	0.1636666754042466	0.02312070302536358	0	0.0001	0.037512048475507515	0.018134861563563077	0.031080888154763057	0	0.049919351321382345	0.1858693907025749	0.03927249801095938	0.006236926570711337	0	0	0	0	0.28684453552607386	0.03031661483432123	0	0	0.3748435246403052	0.9345477040607417
P129_D0	0.2536999214713057	0	0.12542308772664618	0.12492599673016806	0.10776512376126356	0.08774790369274645	0.015337664006734685	0	0	0	0.043352061309711434	0.07979762352513664	0.04818304086113967	0.001667467245761267	0	0.038624568539250954	0	0	0.05362282638096148	0	0.016586013365933787	0.0032667013832401314	0	0.39181631230754366	0.9305838980270803
P130_D0	0.25939201130363543	0	0.05111845749101141	0.1341684691042923	0.20213209708378704	0.030238891530272795	0.010834624833672864	0	0	0	0.06019802556362183	0.010644473175879703	0.09197990315477232	0.0603283260092662	0	0	0	0	0.047910896489163995	0	0.032910882495594436	0.008142941765029669	0	0.3643822822805223	0.939011427540488
P131_D0	0.1728520111183038	0.024017179023268147	0.04630275972611779	0.13985435239525482	0.0731857416961497	0.0693466375734149	0.012472512974349462	0.03511064725309222	0	0	0.023088883195035607	0.0238976057473004	0.27039714959946914	0.03484199361474812	0	0	0	0.018567335312342358	0.046622704705178646	0	0.009442486065974883	0	0	0.4031777185334488	0.9154958420373929
P132_D0	0.040455481298861076	0.08280579277953735	0.08148210917029931	0.19509722834741322	0.17372788683781554	0	0.019616068270910277	0.010289990980715289	0	0.04709043846693014	0.023527675908294778	0	0.13057699642131396	0.038809774643755846	0	0	0	0.0035676426187655954	0.02987621454400528	0	0.07846190268958295	0.044614797021799324	0	0.43678103500391985	0.8989342266990759
P133_D0	0.4398935714287911	0	0	0.09387416153868214	0.05598262291673924	0.1360690455322108	0	0	0	0	0	0.09638019213220989	0.035383780668718924	0	0.0019517867168242855	0.04566131293961423	0.01541498354909483	0	0.034729644432209376	0	0.03935632692618652	0.005302571218718667	0	0.31317625490102574	0.9851370239381833
P134_D0	0.49156656901972684	0.032126446622608794	0	0.06362491470588921	0.05773518577198773	0.12941518370711125	0	0	0	0	0	0.06290501231857934	0.03206878687964112	0.030581737755489342	0	0.023661384351722426	0	0	0.026800975029127296	0	0.04022854977062411	0.009285254067492593	0	0.3537748120391443	0.9724058480356137
P135_D0	0.36532248733236866	0	0.013052109624884223	0.012912247470582732	0.23965733077877174	0.147317598491652	0	0	0	0	0.023578194376018838	0.06555728627994072	0.0332774324336304	0.007618867162546601	0	0.018039173854929428	0	0	0.04395953650140766	0	0.02970773569326691	0	0	0.3066182141766023	0.9847624574172855
P136_D0	0.3163223203169282	0	0.004608027457246999	0.03385292514601639	0.24976354934575476	0.1716544985321634	0	0	0	0	0	0.0899871942983743	0.027960962980932695	0.015298725210493132	0	0.013006488712174798	0	0.004829413628005592	0.04235758367698313	0	0.02899196932056577	0.0013663413743607328	0.01	0.2671447983708403	1.0040339406240768
P137_D0	0.30300318801922205	0	0.04423146578747442	0.01491030117340317	0.09253851719852957	0.14204297615123146	0.0025343821302901163	0	0	0	0.023207515456147146	0	0.2087037408555901	0.010773091997109692	0	0.005676015142474988	0	0.0026380645036343867	0.01664518139950682	0	0.06423107945528062	0.06886448073010547	0	0.3818347184209873	0.9310825024192059
P138_D0	0.3347339565697195	0	0.06086811570357065	0.20701431397617223	0	0.11550119765785709	0	0.027389044450259598	0	0	0.013752550900015887	0.06701799463998685	0.04392376628996841	0.03076986320603561	0.0032666789143380227	0.019482479132085662	0	0	0.022427311449279157	0	0.04510190190599995	0.008750825204711371	0	0.348496194859357	0.9583112251109692
P139_D0	0.3913639334323214	0.06660864523020056	0	0.09179777206969628	0.02054533043923729	0.2513636165941625	0	0.023218445504128136	0	0	0.0035684078372808514	0.023215690773617015	0.019181279652962506	0.0010393806201468684	0.0014686137626921485	0.042444818432022184	0	0	0	0.025923957531382495	0.029957638996221076	0.008302469123928704	0	0.34387736385350326	0.9709953147036307
P140_D0	0.1917107183235556	0	0.07442407953890974	0.06832027156694409	0.04623910600710244	0.12800137723872057	0.017375595609677552	0	0	0	0.10771108363956737	0.011316046754240092	0.11824743210463548	0.05014076167596696	0.0008	0	0	0.009296562741456254	0.05870450001375041	0	0.06702128275765745	0.05069777275441959	0	0.39996978405566497	0.9166096512099549
P141_D0	0.2272661885417418	0.09387345963630273	0.04963028746863532	0.08911120058145267	0.0978506767873758	0.08477456196961654	0	0	0	0	0.019455058231399227	0.04643581065595009	0.11351432224916078	0.025572485567697208	0	0.01821899787201907	0	0	0.020261437127114618	0	0.11403551331153415	0	0	0.31714332626902125	0.9644526406653597
P142_D0	0.14321828319872018	0.157684769741207	0.03999374330032608	0.009373326505674868	0.005908403562821571	0.20982146578758407	0.009668285486750366	0	0	0	0.08637141203948417	0	0.210668443328365	0.028888510768217003	0	0	0	0	0.01629732168484204	0	0.08210603459600758	0	0.01	0.27176736589460826	0.9811771684817918
P143_D0	0.5306962100764464	0	0.041974389772321846	0.001462720593058068	0	0.23306523276622013	0	0.011881209847029707	0	0	0.06420855742203353	0	0.054971626191149876	0.002737802224788523	0	0	0	0.007953816035610881	0	0.03304942788226296	0.017999007189078115	0	0	0.36241272749740244	0.975799557433533
P144_D0	0.37372197949065317	0	0.10647727786581156	0.04007757648599984	0.148893411262953	0.19641148349644824	0.002415579195141816	0	0	0	0.06150435868891241	0	0.03554902601727502	0	0	0.01793916807093319	0	0	0	0	0.017010139425871817	0	0	0.3860908643553495	0.9485926259134938
P145_D0	0.23789163221981272	0	0.10313982898839169	0.05760512632726401	0.13509819727573183	0.14084667113252208	0.03319532833099312	0	0	0	0.05024997666808474	0.007285030749216435	0.09962399123520033	0.012741402874221671	0	0.0034953083234346774	0	0.0052397422265049644	0.05645499384705278	0	0.057132769801568915	0	0	0.41300335742321376	0.9131874916004727
P146_D0	0.1279064241969522	0.035972372910194846	0	0.0036909668733912746	0.018294273048719053	0.13319473075694696	0.010751768935753627	0	0	0	0.03389401121173256	0	0.5312213123168158	0.01991030641355643	0	0	0	0.0003	0.0044756851728665475	0	0.0577082907788648	0.02267967351113598	0	0.45929328929254937	0.8896364996145282
P147_D0	0.3557173896632212	0	0.11319237867385848	0	0.24967362218620426	0.04255917504901922	0	0	0	0	0.027059720573765628	0.017137829995949268	0.03895218775674132	0.03912797540100884	0	0.009434977297312104	0	0	0.03620223423751442	0	0.07094250916540527	0	0	0.36616789737850813	0.9524501791074845
P148_D0	0.20446777775873395	0	0.3036670983524811	0	0.025272977602090154	0.3099089550104783	0.005369243878065522	0	0	0	0.11332885592659407	0	0.0319503063443776	0.0023234525179772095	0	0	0	0.0037113326092019926	0	0	0	0	0	0.3455172448464087	0.9893546016458178
P149_D0	0.4878381516502921	0.05571334019101714	0.017843918616233755	0.05942540198478644	0.07470919718338198	0.1147825435462673	0.007415691525080227	0	0	0	0.07094767575010398	0	0.06003060772941576	0.019548086119182684	0	0	0	0	0.010837166299980192	0	0.01469517121408112	0.006213048190177311	0	0.5166305707169646	0.8652639574142773
P150_D0	0.26183212667440015	0	0.09366163306691361	0.2235914589990545	0.09052255230155312	0	0	0.02486937549678264	0	0	0.05352919209532566	0.10347559619062698	0.031528672362839044	0.02312872021919346	0	0	0	0	0.0762965907982804	0	0.01298621868588527	0.004577863109145246	0	0.4308586133342346	0.9102203114717904
P151_D0	0	0.03598536191967302	0.10818886393836927	0	0.4804386010478276	0	0.006126697519672929	0.07896214019625306	0	0.15050553500950162	0	0.02089888940924994	0.03029935285432274	0.012097873503806573	0	0	0.006863152644436035	0.006751857061866861	0.04767345016246498	0	0.0008	0.01444083588578555	0	0.39366146369444416	0.9315810589775168
P152_D0	0.09161059238831012	0.029052949515731334	0.03674928382289966	0	0.0037199715592771674	0.02091306932235236	0	0.02824984903594449	0	0.020144964068745653	0.014902506778982591	0	0.5759099821000468	0	0	0.0270190895994585	0	0.00784340813598954	0.017996933264431428	0	0.0895544082234673	0.03633299218436302	0	0.5371254058462271	0.8431834094290594
P153_D0	0.37421260971041775	0.2028047846787937	0	0	0.049156730186735366	0.06869135850222816	0	0.045910224555924674	0	0	0	0.0638986256149126	0.09303484885320197	0	0	0.037775069267979335	0	0	0.004211660478727144	0	0.060304088151079314	0	0	0.39209240735196427	0.9495907387283322
P154_D0	0.2665577045437329	0	0.06418920657304931	0.11624359863817758	0.03559942396912597	0.09975114262653574	0.05409079740444968	0	0	0.11934841746049699	0	0	0.10571682128856323	0.027936560708214327	0.004176535310966767	0	0	0	0.030541104595025854	0	0.05596814519112316	0.019880541690538406	0.03	0.206339851733731	1.018059476294638
P155_D0	0.07823306678568887	0	0.025285408552649175	0.18631511392558797	0.3060676636109516	0	0.05764618706394158	0	0	0	0.053074638538860575	0.09115727146629655	0.04769680267898891	0.032025189290808956	0	0	0	0.010613258814572491	0.036082715744809105	0	0.015520599718687259	0.06028208380815694	0	0.6206830102682996	0.7902638723448728
P156_D0	0.14399068288732272	0.16026142682792185	0.02465256989372985	0.021053781501794988	0.30794119282870164	0.14042773174848208	0	0	0	0	0.012960096887270999	0.07678528961540067	0.07204906712812598	0.01373949740687385	0	0	0	0.012931909489714935	0.0066363092911412664	0	0	0.00657044449351919	0.01	0.2908094497640388	0.9897398733502734
P157_D0	0.3418529551634403	0.01574136741121075	0.024718657827591913	0.10934774612819353	0.09974421727314826	0.12796874854158866	0	0	0	0	0.023814353841349407	0.10488898931020363	0.05856401074399777	0.0007	0	0.023591905156184395	0	0	0.04003215169274583	0	0.029059495297518185	0	0	0.35725919573217935	0.9542121772625182
P158_D0	0.22994856306612826	0	0.013796042863798604	0	0.038993183450859656	0.1591084287435634	0	0	0	0	0.030844225607093944	0	0.35046498441137436	0.0055437628077614105	0	0.006252975536414287	0	0.0032081931624305324	0.055331736468858105	0.006373743366090399	0.09220864104071098	0.007925519474915998	0	0.30958202609748237	0.9621458968734536
P159_D0	0.3884146780303775	0	0.02446119440566004	0.12452244357737259	0.03912367843578971	0.11382434711280973	0.011451981981900998	0	0	0	0	0.11496431176752749	0.008329155740665069	0	0	0.06010237713260661	0	0	0.07403499386940152	0	0.029727591832407564	0.011043246113481177	0.01	0.29834508356234407	0.9888033768911435
P160_D0	0.2693228407905142	0	0.07237331355410923	0.00518401814723053	0.06884434971391633	0.0902169864744478	0.018283074510305853	0	0	0.01770240841437109	0.06164213044636101	0	0.14054753010460808	0.002205689517278855	0	0	0	0.0016169286724689255	0.04022103644033014	0.0017500906815920455	0.09685415766874497	0.11323544486372089	0.02	0.22694877877987044	1.007751766628696
P161_D0	0.12247428850833049	0	0.13485080324401238	0	0.17227866398635808	0.13474595600721442	0	0	0	0	0.11371467213253968	0	0.14112832978144252	0.06289451938450863	0	0.015509699614004408	0	0.002488758777072716	0	0.047507613639535706	0.04736665773665912	0.005040037188321916	0.02	0.23546281911444872	0.9941807787487019
P162_D0	0.5060787682931682	0.05886309389523284	0.016740890696716495	0.010923960690275748	0.12010736431072486	0.0723702879646763	0	0	0	0	0.05579375257818592	0.031027962125089167	0.06964477060848255	0.010270844364517638	0.002129196344811501	0.019939017607074224	0	0	0.011402197090531491	0	0.013312292704571316	0.0013956007259416892	0	0.4441924992434177	0.9201156298645656
P163_D0	0.08838285191545077	0	0.12340051824586248	0.15270993794891335	0.11293754722166188	0.03518971859689057	0.016462549922458027	0	0	0	0.030182327088825085	0.05787909740558889	0.12009862322781645	0.05878900428246836	0	0	0	0	0.07926816675344461	0	0.058658581550728596	0.06604107583989094	0	0.4142342891907866	0.9096893487547933
P164_D0	0.41282103523592567	0.0469419193686719	0	0.0751030200880244	0	0.21263717595495094	0.021498933910943725	0	0	0	0.12711981749468848	0	0.05042935281610005	0	0	0.005179015022072814	0	0.0037606642551821397	0	0.004631191804687503	0.039877874048752336	0	0	0.318089616357305	0.9865574837093979
P165_D0	0.3485784439962383	0	0.012591909540728342	0.045920434813650886	0.18047049239016194	0.16401787177943683	0.0064221569981003585	0	0	0	0	0.08777104265293106	0.053530652110917266	0.013167040043784831	0	0.009553823000070986	0	0	0.039825465245291236	0	0.03815066742868792	0	0	0.3164535538243123	0.9758384871581621
P166_D0	0.35078501656422073	0	0.04393307648129111	0.047014077360168195	0.17850058730297616	0.12304571378739132	0	0	0	0	0.03200755210903189	0	0.09554812726983751	0.05395054972453969	0	0	0	0	0	0.013610592714225109	0.05418903079155242	0.007415675894765876	0.01	0.29197201098739944	0.9862831534560627
P167_D0	0.30212171391055326	0	0.025689609669905394	0.027034533266463132	0	0.23060831431821024	0.010402150444923996	0.0044251973979608636	0	0	0.07104029222589758	0	0.21792439232725608	0.015321676009501631	0	0.012033060564642832	0	0	0.006579881070243681	0	0.06497919267813172	0.011839986116309573	0.02	0.2596226475183168	0.991068396651786
P169_D0	0.5733340043199029	0	0.07841937374980602	0	0.10066466167094255	0.02317385385987814	0	0	0	0.042288033351404616	0	0.04447413971033166	0.026358273988648352	0	0	0.0596307595545852	0	0.010593992543003392	0	0.01048171074323387	0.030581196508263346	0	0.01	0.27075818503126253	1.0555811299890299
P170_D0	0.08288599909226618	0	0	0	0.048563494307494535	0.02291699710749231	0.020275868344883638	0	0	0.008292552300325051	0.04117781851832759	0	0.48933899982057716	0.05704294735191977	0	0	0	0.014860359626471996	0.08888875356471371	0	0.08284043846247792	0.042915771503050155	0	0.3411388567343214	0.9516810177481589
P171_D0	0.11002956370944691	0.019852777424621375	0.09611127316793307	0.015311974806072643	0.15454375055372918	0	0.01835102810763147	0	0.009939213072974051	0.01938719353310907	0.031369808090761654	0	0.2757227801355469	0.06795918098683508	0	0	0	0	0.05818267383635264	0	0.10095086048437348	0.022287922090612533	0.01	0.2659205270628604	0.976950871617843
P172_D0	0.41517607048147187	0	0.053660402140383964	0	0.2674753445277289	0.08165986161916203	0	0	0	0	0.06530387016933113	0	0.024513309203773676	0.017215209347867765	0	0.004048629579834181	0	0	0	0.02425192693585668	0.032990262652869216	0.013705113341720618	0	0.338434380480704	0.9757170125913588
P173_D0	0.37447305924503704	0	0.17416956841760878	0	0.08291651270279746	0	0.017296417603784003	0	0	0.024007307740581386	0.10125814494785795	0	0.1433937248604316	0	0	0	0	0.00255754737589167	0	0.03416279505731527	0.03641457413798388	0.009350347910710908	0	0.3325885140199169	0.9844350945899527
P174_D0	0.418204045825176	0	0.08697970971675875	0.006606601953114153	0	0.3119666237330087	0	0.014807433701530637	0	0	0.04679510401360347	0.0029420316650545443	0.0492676262922521	0.02950240025592408	0.0005	0	0	0	0	0.025313049309528143	0	0.007085795496091874	0	0.3855294667876627	0.9483672911046571
P175_D0	0.24081300332039768	0.3697452179877434	0	0	0.038895904647225164	0.1309001255434825	0	0	0	0	0	0.0851931379174772	0.040841686775411876	0	0	0.004272319259083831	0	0	0.05093262478897283	0	0.03086182529303705	0.0075441544671684254	0	0.39435122179851817	0.9517885199710224
P176_D0	0.45212605718950766	0.08642514555644187	0.13831246986259524	0	0.016620041582883483	0.14275021773203941	0	0	0	0	0.015115653050639473	0.04535965164314795	0.028723659945434486	0	0	0.03136027255969833	0	0.0018538362208892583	0.008640900150844164	0	0.02958991743814112	0.003122177067737569	0	0.3352222296771519	1.0140558395746915
P177_D0	0.3610576059779516	0	0.16711473334077265	0.0030808467256367243	0	0.07810135625305133	0	0.07543644160644834	0	0	0.08631296972854362	0	0.09854162714097636	0.021889120700670457	0	0	0	0.0019433060968324528	0	0.025442497544938134	0.08107949488417823	0	0.01	0.2880229511536732	1.006151605326883
P178_D0	0.21267382316747072	0.014276319048115261	0.1605869213276192	0.02343386322331285	0.09897224174725791	0.03228628267144212	0.021795881231568663	0	0	0	0.14581269551035522	0	0.11714194143606015	0.018714626204123556	0	0.025214874650763924	0	0	0.009177584318150321	0.012600859682922782	0.04702974888249323	0.06028233689834399	0	0.39100592884917323	0.9272508157946031
P179_D0	0.2950191518753381	0	0.08353897266466336	0	0.15792401918642132	0.22875418776242845	0	0	0	0	0.11632501951441242	0	0.04386810428156986	0.008753554195051182	0	0.009958478505677921	0	0	0	0.006356716117308211	0.049501795897129074	0	0.02	0.2518700410244821	1.0109063983307631
P180_D0	0.4618032773520367	0	0.06707749504540396	0	0.16686887996644148	0.11978196831140872	0	0	0	0	0	0.0646178809045884	0.02930322226984146	0.022959868888955154	0.0004	0	0	0	0.04877024864563629	0	0	0.01842780568230011	0	0.4676893070961221	0.8974487483551937
P181_D0	0.3484246042554201	0.07586992757950874	0.0244116157868305	0.1294555489660815	0.0021305820290908046	0.012290309458656305	0.0246812631589857	0.025686891000269187	0	0	0.12026489648516421	0.01840478621174221	0.05849051867017264	0.05832957012168758	0	0.021033928377000407	0	0	0.033432716491766136	0	0.02913332025122564	0.017959521156398293	0	0.44503903027416236	0.9008790670183923
P182_D0	0.2881249281504795	0.04997908575525915	0.018143146386832235	0.033656068953956585	0.16699869038485662	0.13983285444332302	0	0	0	0	0.07580127891027952	0	0.10931471053588229	0.01244476651860953	0	0.020844870681965718	0	0	0.01207896691624485	0	0.029314505858577634	0.043466126503733236	0	0.3913745341744746	0.9277059355956754
P183_D0	0.3045114067188147	0.06494489445725025	0.04580129216102203	0.022907185627858352	0.0555992518188557	0.19847793135351605	0.03373202706637307	0.009825215756599451	0	0.04252651578140478	0.045139374806985155	0	0.14061266041769796	0	0	0.019294399595864844	0	0.0021266683888824297	0	0	0.014501176048875221	0	0	0.3750634338285728	0.9402814160604505
