"D0_Others"	"D8_Others"
"1053_at"	0.207811676240498	0.389603457411708
"117_at"	-0.0589676240925403	-0.50046227321344
"121_at"	0.508108989416127	0.24744288501088
"1294_at"	-0.742567018041754	-1.18555168197407
"1316_at"	-0.575107234047701	-0.446115451194382
"160020_at"	0.275732284895986	-0.437213766491326
"1729_at"	-0.623527969599337	-0.612456557855198
"177_at"	-0.0933450191025349	-0.34392374867666
"1861_at"	-0.351315946206564	-0.640465138838808
"200001_at"	0.48823557079594	0.187109704578861
"200002_at"	-0.0656248056128916	-0.0469149225261241
"200004_at"	0.357727371937195	0.186287462632565
"200005_at"	0.479283640552246	0.712523106576255
"200006_at"	-0.430653561641881	-0.0720830527146514
"200007_at"	-0.200277924814023	-0.364308292015075
"200009_at"	0.490644276539996	0.467871297532673
"200010_at"	-0.00252771764585269	0.103645568893757
"200013_at"	0.728528427627857	0.760913497800848
"200017_at"	-0.247937118124705	-0.412830911629415
"200018_at"	-0.0804215615511144	-0.151925353265892
"200020_at"	0.00591275379749945	0.106776861864205
"200021_at"	-0.451447621582602	-0.614934804601345
"200022_at"	-0.30121969026999	-0.336034249649609
"200024_at"	-0.367666870674705	-0.117758064245985
"200026_at"	-0.248771984723	-0.423479385962761
"200027_at"	-0.42267647933067	-0.313552010575791
"200029_at"	-0.170911910295889	-0.222551318536814
"200033_at"	0.388418674628184	0.0736160287093135
"200035_at"	0.231616483439932	0.171239116537366
"200040_at"	-0.252474546756336	-0.0982103572389921
"200042_at"	-0.0217368778682978	0.177458340525666
"200043_at"	-0.241274563010057	0.26993835456971
"200044_at"	0.358112245975018	0.477725650501137
"200045_at"	-0.147969338058161	-0.0644670630865232
"200046_at"	-0.052180591100452	0.260386067627259
"200049_at"	0.850079812739288	0.907289748955391
"200050_at"	-0.453076952750948	-0.503692801043613
"200051_at"	-0.953555899790805	-0.891915278385897
"200053_at"	0.226355620332054	0.170385127356671
"200054_at"	-0.440163200382971	0.00770694478188716
"200055_at"	-0.485477863690097	-0.56802752085386
"200064_at"	1.03079403553318	1.30337463723728
"200066_at"	-0.164602363083857	-0.378798533640255
"200069_at"	-0.440943815014217	-0.059420362985561
"200070_at"	-0.553998958388975	-0.944957084871184
"200071_at"	-0.245766998280203	-0.493382759965591
"200083_at"	0.527403020595527	0.562539548805482
"200084_at"	-0.0895071642844218	0.111988209610313
"200090_at"	-0.900338285352023	-0.741069852490568
"200597_at"	-0.0959411794993379	-0.195153276804797
"200600_at"	1.25373123823689	1.14480364182777
"200601_at"	-1.41181276736972	-1.05671561352015
"200602_at"	-0.811475195929148	-0.683061412776334
"200603_at"	0.204475657894417	0.108074240411828
"200613_at"	0.462700956232558	0.351603718206398
"200614_at"	-0.0354022055149521	0.223616182480521
"200617_at"	-0.753665554670119	-0.6348264397083
"200618_at"	0.14959564532845	0.124343031050106
"200619_at"	-0.379773392092076	-0.116941833859045
"200620_at"	0.0940973093430273	0.0125852658511842
"200621_at"	-0.642448974257244	-0.394057152695366
"200627_at"	-0.00981274068517202	0.313191722383502
"200629_at"	-0.244246034143957	-0.12198252467066
"200633_at"	-0.286664879635888	-0.425068070747857
"200634_at"	0.29192923203628	0.332263867023261
"200640_at"	1.32042150938721	0.958753330527541
"200642_at"	-0.0996458757656349	0.03838467603574
"200643_at"	-0.904183829555979	-0.822231725901179
"200644_at"	0.367465552515549	0.493605510083615
"200645_at"	0.415878735142142	0.25198630031454
"200649_at"	-0.271384831858652	-0.454095676647144
"200651_at"	0.135820082592156	0.104350398125678
"200652_at"	0.0484731973779535	0.382064913313265
"200654_at"	0.780710635377073	0.990330007435562
"200657_at"	0.435986405898829	0.431295618046226
"200660_at"	-0.195482282080107	-0.523013434601301
"200661_at"	0.42271476751702	0.0901344999897962
"200663_at"	0.118057592375525	0.245898650424198
"200667_at"	0.0178233608716898	-0.167308655771782
"200670_at"	0.0599581613641114	-0.00589018707634814
"200673_at"	-0.112479146951628	-0.106369196404422
"200675_at"	0.175049727369309	0.366500298233744
"200677_at"	-0.23095551422421	-0.349506345190118
"200681_at"	-0.131754107782783	-0.0150501783681527
"200685_at"	-0.400498797292727	-0.895125754263004
"200688_at"	-0.254199952790816	-0.197384386975193
"200690_at"	-0.318601820314026	-0.306765793623223
"200693_at"	0.718656732160547	0.716976913516854
"200695_at"	-0.238388825541177	0.144702974359033
"200697_at"	0.297264546348634	0.749862917663959
"200698_at"	0.979815764971105	1.24051801043973
"200699_at"	0.304338285358648	0.48169677877528
"200701_at"	0.129822808859533	0.412822047300445
"200703_at"	-0.705683989164474	-0.267598770200019
"200704_at"	0.119836147542889	-0.266417052138658
"200707_at"	-2.42727608550093	-2.43391242393521
"200708_at"	0.0618040491892629	0.556916645773532
"200709_at"	-0.542087209920007	-0.601548922610165
"200710_at"	0.109597424096444	-0.0845932245568992
"200719_at"	0.481862640920641	0.219793073373411
"200726_at"	0.365623823471788	0.498549118727638
"200728_at"	0.731654728169097	0.517120134664285
"200737_at"	1.07560525084961	0.936758980909865
"200749_at"	-0.511438638823799	-0.0900040879683051
"200762_at"	-0.181035752387585	-0.296941827449665
"200766_at"	0.263474743824267	0.450684158477106
"200771_at"	0.43249106425826	-0.0546482064144396
"200774_at"	-0.255270129398598	-0.0677999308789232
"200779_at"	0.24690083390338	0.0901568608496728
"200782_at"	-0.276801804570917	0.417116348135441
"200786_at"	-0.0282930731310511	0.0936221859185746
"200789_at"	-0.586021825874072	-0.460145931693784
"200790_at"	-0.0824601514409871	0.400124630258105
"200792_at"	0.594018587995166	0.606667332197473
"200799_at"	-0.590111562273641	-0.114230875605822
"200802_at"	-0.277145478526585	-0.121564329010722
"200804_at"	-0.094322560632321	0.0192219586647742
"200805_at"	0.314475501689722	0.218936595588648
"200811_at"	0.444912569821104	0.222902664411384
"200812_at"	0.217599466765728	0.426590232573519
"200814_at"	-0.669304401123396	-0.689704223155243
"200818_at"	-0.374924362503993	-0.0715301037229867
"200820_at"	0.238938656519448	0.252990906248924
"200821_at"	0.375345578354509	0.304749779638815
"200824_at"	0.624606931880164	0.609705416861232
"200826_at"	-0.478217066236709	-0.167866030630025
"200827_at"	-0.454876860382957	-0.265809715826229
"200830_at"	-0.406380275990452	-0.454595728775631
"200837_at"	0.0415854769488408	-0.0165154863060071
"200838_at"	0.108009447517723	0.330810291031309
"200840_at"	-0.29243939433298	-0.0633411175326124
"200848_at"	0.651704450685539	1.01193356491458
"200853_at"	-0.248135663600294	0.129677481630367
"200854_at"	-0.448202476267392	-0.297079848349416
"200855_at"	-0.335624574165527	-0.25340685471033
"200861_at"	-0.494769917680502	-0.776127254788097
"200862_at"	0.290476143756726	0.271800841725109
"200867_at"	0.468874441552776	0.466989914705698
"200869_at"	-0.187732078031148	-0.114250151568017
"200870_at"	0.0257311669558753	-0.00151071131761782
"200872_at"	-0.824144286330265	-0.616942903119668
"200877_at"	-0.35002109626609	0.0157540678606907
"200878_at"	-0.031066578760452	-0.0321808515978557
"200880_at"	0.143756723079068	0.0323144258677139
"200883_at"	1.31390411778875	1.44551490051343
"200885_at"	-0.0180887910977301	-0.666117971136401
"200893_at"	-0.322608546327709	-0.434982258131964
"200902_at"	-0.23390032597483	-0.326820688110409
"200904_at"	0.637706760931193	0.165976124464699
"200910_at"	0.476220050374577	0.731200479835936
"200913_at"	1.00537326554874	1.05075932447801
"200916_at"	0.56166150076904	0.97561682528384
"200919_at"	0.132116443089531	0.133910994854194
"200922_at"	0.303194062208775	0.318778263438414
"200923_at"	0.468888330411058	0.0377100516910911
"200925_at"	-0.440053256001676	-0.28469229372782
"200926_at"	-0.347960058966198	-0.512883714887394
"200929_at"	0.960696964533147	0.562636468823984
"200934_at"	-0.0681022102010065	-0.224931103994225
"200935_at"	0.170044140306608	0
