"D0_Others"	"D8_Others"
"201320_at"	-0.41789144913157	-0.499147869213161
"201322_at"	0.257748762562173	0.24411593800569
"201323_at"	-0.514783080293402	-0.0769001199353436
"201324_at"	-1.81578519090265	-0.428206935951039
"201326_at"	0.0485367161770043	0.51902670305755
"201328_at"	-1.1157921828804	-0.571289223637658
"201330_at"	0.574361711080558	0.900295481680978
"201336_at"	-0.150149252833257	-0.28833873858164
"201342_at"	0.189451404679129	0.239630379152345
"201343_at"	0.492945553086505	0.645242790477312
"201344_at"	0.0728270088183063	-0.0442132350106839
"201346_at"	-0.352006691281947	-0.41096874543681
"201348_at"	0	0
"201349_at"	0	-1.60758960460368
"201350_at"	-0.764582836466971	-0.733939959625275
"201352_at"	-0.175204352362149	-0.204477386576297
"201356_at"	0.214746112442043	0.0886564985214253
"201359_at"	0.0810697762946671	0.34469903033094
"201360_at"	-0.136973124292107	0.226421003850886
"201361_at"	-0.133046077444488	0.268328358040378
"201362_at"	-0.147440989529677	0.0476792523191119
"201366_at"	-0.578989310812251	-0.714748758571696
"201368_at"	-0.234290683813789	0.00380974062925077
"201373_at"	0	0
"201377_at"	-0.0791924019894541	-0.100863374645026
"201380_at"	0.330265534933027	0.128409596939839
"201382_at"	-1.14314201205999	-1.16202032617385
"201385_at"	-0.127333858426413	-0.135634093238625
"201388_at"	1.00061842529219	1.41793674184832
"201389_at"	-1.07802850081355	-1.2786804726061
"201391_at"	-0.814033370937437	-0.293921047859213
"201395_at"	0.376997156185968	0.4612486930308
"201397_at"	-0.727742633907194	0
"201400_at"	-0.369236613997504	0.0134270943976933
"201406_at"	-0.233857945040333	-0.484464392642916
"201408_at"	0.0156074389862955	-0.0263605233225697
"201410_at"	-0.165559088268367	0.0735049299058215
"201412_at"	-0.411669367016822	-0.692954430276425
"201413_at"	-0.784090246529869	-0.0772849924446692
"201415_at"	-1.021751132723	-0.731762453578346
"201416_at"	-0.228781271025049	0.601941401020454
"201417_at"	0.145045992342881	0.643662553460139
"201419_at"	-0.106357661202891	0.00389546739890712
"201422_at"	-1.17391350079248	-0.149135470517201
"201425_at"	-0.980818933246895	-0.609384990928534
"201432_at"	0.183025845115383	0.429003993459737
"201434_at"	-0.35714757773566	-0.356025340328275
"201436_at"	-0.183424305156002	0.119779621910139
"201439_at"	-0.0852124798985887	0.225388361561824
"201440_at"	-0.501293770917975	-0.529980165725316
"201441_at"	-0.638125816914814	-0.619031510351123
"201445_at"	0.131473947518518	-0.513979210840294
"201447_at"	0.56475647653984	0.83750490324203
"201448_at"	0.660717325270504	1.08005551857163
"201449_at"	0.714492155593728	0.894999618667299
"201459_at"	-0.757723260412272	-0.393381738436876
"201460_at"	-0.327825164802812	-0.621765574137322
"201462_at"	0	0.428250786289632
"201470_at"	-0.825135912822514	-0.71131755219851
"201472_at"	-0.242786251135412	0.0149768016722227
"201473_at"	-0.88261063486763	-1.03723826303922
"201479_at"	-0.62595530845641	-0.100798377398156
"201482_at"	0	0
"201484_at"	0.496483717254092	0.403929686482659
"201486_at"	0.154433457303004	0.334127175326731
"201487_at"	-0.906156019945131	-0.840851570112291
"201489_at"	-0.499171228320456	0.146483782875709
"201491_at"	-0.434815715779349	-0.197334697678142
"201494_at"	-0.346579915317884	-0.230616055775894
"201498_at"	0.442052106052996	0.294647933222368
"201503_at"	-0.245693379956446	0.148993265058118
"201506_at"	0	-0.513835580944619
"201507_at"	0.551491054260055	0.319669045314646
"201509_at"	0.298020606524517	0.0191794425503602
"201511_at"	0.361302952837869	0.284093095701381
"201513_at"	0.260209615547318	0.293315086262595
"201516_at"	-0.174477150821357	0.225047696268524
"201517_at"	0.232883936184704	0.378244107695894
"201518_at"	-0.396071642371519	-0.683667192361915
"201519_at"	-0.652520653535765	-0.115697863682355
"201526_at"	0.831122295502158	0.397969663423202
"201527_at"	-0.64190913519263	-0.676616367534274
"201528_at"	-0.576118855941029	-0.299649249144677
"201531_at"	-1.48325758139145	-1.32966974788337
"201532_at"	0.367138344061329	0.848483747219914
"201533_at"	0.949898505532017	0.936998194790988
"201535_at"	0.374359436751737	-0.326799532841674
"201536_at"	-0.237998834361975	0.185586429629993
"201540_at"	-0.534152053526244	-0.202928760489613
"201542_at"	0.352776543730117	0.259645722578538
"201546_at"	1.02012180557201	0.874867911607993
"201552_at"	-0.0750608887302402	0.0114007398952278
"201555_at"	0.849640237610231	1.69564016071926
"201557_at"	-1.45067011946151	-1.69144521226962
"201558_at"	-0.376872462286913	-0.345695668696955
"201560_at"	0.0657951993591368	-0.0861971415032485
"201563_at"	-0.161584794775749	0.233862018592514
"201568_at"	-0.373580660879609	-0.102467219777633
"201570_at"	-0.62419597391494	-0.205732705380509
"201574_at"	0.170886713984364	0.203471925109575
"201575_at"	-0.149889495292996	-0.119981765825496
"201577_at"	-0.213115641504833	0.464099221549745
"201581_at"	0.103812213247362	-0.137897026017093
"201582_at"	-1.32231020739615	-0.754104602991389
"201588_at"	-0.474017053368186	-0.49773262520805
"201589_at"	-0.633829502069421	0.0699041082069414
"201592_at"	-0.298440429973619	-0.418270327819318
"201597_at"	-0.386606883128859	-0.594690474643096
"201599_at"	-0.50241702931017	-0.372575110069464
"201600_at"	-0.218003857046526	-0.142616143190343
"201603_at"	0.562433571808075	0.37972464245256
"201607_at"	0.139364284389504	0.0109565370056526
"201612_at"	0.328194447045496	0.49847128300258
"201619_at"	0.193119269232966	0.99060060984892
"201620_at"	1.40134066092294	0.950632457768581
"201622_at"	-0.206420458908852	-0.159187711408267
"201624_at"	0.255893767795108	0.872502846384345
"201626_at"	-0.0503376739860837	-0.273986208310495
"201632_at"	0.00326629752966845	0.323480121109286
"201636_at"	0.595977972404922	0.462261612626744
"201641_at"	-0.41846081216187	-0.541365592336197
"201642_at"	0.342908982581372	0.499084760077453
"201644_at"	-0.333687433359	-0.41395981005007
"201646_at"	-0.587538132288919	-0.366335620753049
"201648_at"	1.34968425959146	1.01863668945783
"201649_at"	0.480824593444273	0.360891131414277
"201652_at"	0.14742248875578	0.33993018429609
"201653_at"	-0.489991371036616	-0.220689715088993
"201656_at"	3.31981202651359	2.485464206948
"201657_at"	-0.137269718424315	-0.0426421651701387
"201658_at"	-0.49214654854252	-0.185356445428818
"201660_at"	-0.917508955466841	-0.236828832252467
"201664_at"	0.182243666494236	0.305917326486361
"201666_at"	-2.26660715824497	-0.5520967147725
"201675_at"	0.169674477125382	0.556196353240713
"201677_at"	1.23875813965904	0.472169670294291
"201682_at"	0.339269622818763	0.0104681555841228
"201692_at"	-1.08737825614371	-0.518143609863194
"201696_at"	0.190965694567259	0.419510923588087
"201699_at"	-0.134832350148304	-0.179692747034636
"201700_at"	-0.637584369941322	-0.17581159135786
"201705_at"	-0.179810498822063	-0.248082237338664
"201707_at"	0.72415679929213	0.605794309861665
"201710_at"	-0.895008911228681	0
"201714_at"	-0.960701858712657	0.174918946189997
"201716_at"	0.623773705094919	1.08114546459043
"201717_at"	-0.606419273779663	-0.299823699875308
"201725_at"	-0.00450657987834369	0.295832696077715
"201726_at"	-0.277404573274293	0.104413940303912
"201733_at"	-1.09770437749979	-0.441743358941932
"201734_at"	0.174157422885608	0.522128849613786
"201738_at"	0.251980812654129	-0.207298238527301
"201739_at"	-0.00641329076191965	0.966105861972157
"201740_at"	0.0543045482288331	0.29009047787512
"201743_at"	0	0.0106259282964043
"201745_at"	0.595801500188671	0.315046501785897
"201746_at"	-1.28158078369021	-0.832269901326599
"201749_at"	0	-1.07481869629202
"201751_at"	-0.00356391129186662	-0.244414459084723
"201754_at"	-0.235651902865682	-0.321610726827391
"201755_at"	-0.722567739700741	-0.166631726871662
"201756_at"	0.0232278000820454	0.372582358164383
"201757_at"	-0.345617091676042	-0.179153979093078
"201758_at"	-0.21000272466498	-0.13952276092485
"201759_at"	0	-1.27587608309312
"201761_at"	-0.158871255140282	0.000107850631646755
"201764_at"	-0.763583445978679	0
"201769_at"	0.264146386923555	0.286063797499791
"201770_at"	-0.658487006535008	-0.568499832327456
"201771_at"	-0.489790755637026	-0.206465140636872
"201772_at"	0.0886144153122057	-0.167106580656869
"201773_at"	0.74013420336223	0.847689618053867
"201788_at"	-0.241265917467704	-0.0617221825671894
"201792_at"	-0.0455577646149532	-0.428667154164366
"201795_at"	-0.063470494395979	0.199737031737129
"201803_at"	0.200547794962532	0.246552744353647
"201805_at"	1.09563974822906	1.23668841168208
"201807_at"	-0.275013616954213	-0.0561313926710927
"201814_at"	-0.207295208404075	-0.15585857836888
"201817_at"	0.372221973463621	0.501426728877338
"201818_at"	-0.471719651882898	-0.538905099678111
"201819_at"	0.287156712105686	-0.0364290305127568
"201824_at"	0.973549610200174	0.696778333703253
"201827_at"	0.350875703899261	0.439904744075658
"201829_at"	-0.340203342304932	-0.274849982810334
"201833_at"	-0.18232444856841	0.214833475688701
"201834_at"	0.508196571053276	0.635386482449036
"201840_at"	-0.0300013344273449	0.0178591959255421
"201847_at"	-0.619716705704503	-0.375105183866983
"201849_at"	0.0478779053689244	-0.10905342983205
"201850_at"	-0.695356727891962	-0.412514441737732
"201851_at"	-0.993054881566323	-1.04235348923365
"201857_at"	0.484240432367072	0.639877003954835
"201859_at"	-0.923304867572426	-0.407479865661481
"201863_at"	0.679579483730102	0.0878111503774761
"201864_at"	-0.853742354548571	-0.943533998193979
"201870_at"	0.254982603091175	0.574631462159529
"201874_at"	0.535023189359029	0.820379193683138
"201876_at"	0	0
"201878_at"	-0.150000648992298	0.00234661593057695
"201879_at"	0.805189062828541	1.1688562602456
"201880_at"	0.502302869120728	0.323646722633445
"201886_at"	0.421426069388666	0.0642944010265136
"201887_at"	-0.415885915702107	1.34684571155097
"201889_at"	-0.489833595787594	-0.6033541688921
"201890_at"	-0.804122854597768	-0.292655102309778
"201895_at"	-0.339901022881881	-0.231521140842066
"201903_at"	-0.447068956357434	-0.170488055084068
"201908_at"	0.589770025201881	0.745056048895135
"201915_at"	0.68240825887031	0.485024012842675
"201918_at"	0.472273934836181	0.825674682069518
"201919_at"	0.353051964651478	0.161290569801393
"201920_at"	0.125371748459468	0.0167259010073764
"201921_at"	0.291912478941414	-0.0317732646238671
"201922_at"	0.0640250498909509	-0.076405461324331
"201923_at"	-0.8058985229258	-0.66157435704654
"201924_at"	0.431324216874316	0.42747172472126
"201928_at"	-0.398963243354059	-0.428371674220705
"201930_at"	-0.77810488878796	0.144371496778028
"201931_at"	0.27337693986906	0.510535794587948
"201932_at"	0.309890084381021	0.433783432384175
"201933_at"	0.447031568153681	0.0706815921736084
"201934_at"	-0.283804767033271	-0.242133093293315
"201938_at"	-0.0247887400301181	0.002601518920331
"201939_at"	-0.0226748205121705	-0.393134615394901
"201940_at"	0.0558930540540752	0.0899355174444256
"201941_at"	0.387208423351437	0.0251765627623595
"201944_at"	0.213784293887066	0.275536524170764
"201948_at"	-0.394601849283875	0.128654041020006
"201951_at"	0.62332294432963	0.700026866740613
"201952_at"	-0.815318636330243	0.108091788940971
"201953_at"	-0.700618899776732	-0.726824883782504
"201954_at"	-0.0944370646163275	-0.163937133331213
"201955_at"	-0.203466620840246	-0.140193420936457
"201963_at"	0.78934181654845	-0.134109098743263
"201964_at"	0.417014640422465	1.11061911062319
"201966_at"	0.0389129657374578	0.0892960781669263
"201967_at"	0.424640564146328	0.690676485065056
"201969_at"	0.462476673282595	0.750969506950224
"201972_at"	-0.232242589759286	-0.232286931540836
"201975_at"	-0.277139520130856	-0.177556159883117
"201985_at"	0.744104072364211	0.612457326371834
"201986_at"	0.872682507198995	1.09355185509724
"201987_at"	0.0337786313923107	0.375203268159094
"201994_at"	-0.333590956366324	-0.247312115870349
"201995_at"	1.07684676762406	-0.312858842647524
"201998_at"	0.934419818429372	0.294803961543328
"202000_at"	-0.248745789509366	-0.251024280123843
"202006_at"	0.430612472609978	0.267332897343334
"202007_at"	0	0
"202009_at"	-0.222016364750843	-0.189046412295953
"202014_at"	0.155194403463879	-0.452670410530803
"202016_at"	1.3854497283074	0.788134939926305
"202022_at"	-0.430933899486167	-1.03227999859212
"202024_at"	0.23332540665017	0.431229598621625
"202026_at"	0.000498571069162068	0.41610397470885
"202027_at"	-0.718425755399114	-0.341302999834486
"202030_at"	-0.889768467224021	-0.635734673308347
"202038_at"	0.130479859307325	0.502297244980253
"202039_at"	-1.62964067368848	-0.985953968285857
"202042_at"	0.153168693936854	0.205059659977906
"202055_at"	0.220907315422858	0.193371712080276
"202056_at"	-0.52810072056328	-0.215142427374158
"202060_at"	0.688719130130655	0.984878428492795
"202066_at"	-0.01401372333377	0.104117643697844
"202071_at"	-0.167703783668855	0.182286884174941
"202072_at"	-0.152308933150561	0.140873531704235
"202073_at"	0.864603056122979	-0.166459901513347
"202076_at"	0.0708114553000208	-0.0554164036654257
"202077_at"	-0.621906439378279	-0.320382281434496
"202078_at"	-0.0380135549425606	0.315801690602701
"202081_at"	-0.617042958840869	-0.486902015656616
"202085_at"	-1.96593573310564	-1.34886617645902
"202086_at"	-0.662382325646444	0.280411395358165
"202088_at"	-0.452524684025711	-0.427212389528233
"202094_at"	0	0
"202097_at"	0.581896187574319	0.953705892890696
"202100_at"	-0.0755524862095154	-0.330682782372335
"202103_at"	0.0717621661959171	-0.256168970186624
"202105_at"	-0.0657081599858831	-0.140026460978547
"202106_at"	-0.0758991404228553	-0.0124225898164436
"202108_at"	-0.43835882331639	0.000638865902974572
"202109_at"	-0.413523133321405	-0.495395479151878
"202110_at"	-0.469399547948948	-0.311199824655478
"202114_at"	0.451046294823202	0.320873955478202
"202116_at"	-0.670463101598662	-0.57342914942074
"202117_at"	-0.558080645185951	-0.47709487845802
"202126_at"	0.328480918523267	0.583800265601717
"202127_at"	0.284659022691725	0.577784025176602
"202128_at"	0.691099369709537	0.70437313503427
"202130_at"	0.246137586576612	-0.163459574104628
"202136_at"	0.186667219925502	0.3564951623715
"202139_at"	0.324457555595679	0.360938333578119
"202142_at"	0.82166168020874	0.661232775262533
"202146_at"	-0.00327876144189787	-0.553723344198964
