AC093375.1
BAGE
BAGE3
BAGE4
C10orf113
C11orf40
C17orf53
CRIPAK
CTB-174D11.1
DEFB133
DKFZp434J0226
ERCC6-PGBD3
FAM192A
FAM231A
FAM231D
FBXO22-AS1
FLJ10038
FLJ16171
FLJ20518
FLJ21408
FLJ22184
FLJ22763
FLJ23867
FLJ26245
FLJ26850
FLJ27354
FLJ30403
FLJ31306
FLJ31662
FLJ33360
FLJ33581
FLJ35934
FLJ36777
FLJ37035
FLJ37505
FLJ38122
FLJ39080
FLJ41200
FLJ41278
FLJ41941
FLJ43681
FLJ43879
FLJ44087
FLJ44313
FLJ44511
FLJ45079
FLJ45974
FLJ46066
GAGE12I
GAGE2B
GAGE2C
GAGE2D
GAGE2E
GAGE5
GAGE6
GAGE8
HPVC1
KIAA1045
KIAA1804
KIR2DL5A
KIR2DS2
LINC00273
LOC100093631
LOC100127888
LOC100128127
LOC100128176
LOC100128233
LOC100128239
LOC100128505
LOC100128531
LOC100128554
LOC100128573
LOC100128682
LOC100128714
LOC100129046
LOC100129213
LOC100129216
LOC100129345
LOC100129361
LOC100129427
LOC100129518
LOC100129520
LOC100129550
LOC100129722
LOC100129924
LOC100129940
LOC100129973
LOC100130093
LOC100130301
LOC100130417
LOC100130451
LOC100130476
LOC100130539
LOC100130700
LOC100130705
LOC100130880
LOC100130899
LOC100130954
LOC100131047
LOC100131094
LOC100131138
LOC100131303
LOC100131347
LOC100131564
LOC100131655
LOC100131691
LOC100132111
LOC100132146
LOC100132174
LOC100132304
LOC100132352
LOC100132354
LOC100132529
LOC100132735
LOC100132891
LOC100133267
LOC100133445
LOC100133461
LOC100133669
LOC100133985
LOC100188947
LOC100190940
LOC100270679
LOC100270804
LOC100271832
LOC100272216
LOC100287098
LOC100287225
LOC100287592
LOC100287632
LOC100287728
LOC100288181
LOC100288778
LOC100288814
LOC100288842
LOC100288911
LOC100288974
LOC100289019
LOC100289092
LOC100289650
LOC100289673
LOC100294362
LOC100422737
LOC100499484
LOC100505474
LOC100505478
LOC100505515
LOC100505540
LOC100505592
LOC100505625
LOC100505658
LOC100505666
LOC100505683
LOC100505718
LOC100505739
LOC100505776
LOC100505811
LOC100505812
LOC100505817
LOC100505835
LOC100505878
LOC100505887
LOC100505921
LOC100505984
LOC100506022
LOC100506082
LOC100506085
LOC100506122
LOC100506125
LOC100506127
LOC100506136
LOC100506159
LOC100506172
LOC100506272
LOC100506299
LOC100506314
LOC100506325
LOC100506368
LOC100506371
LOC100506385
LOC100506393
LOC100506457
LOC100506469
LOC100506470
LOC100506499
LOC100506526
LOC100506548
LOC100506603
LOC100506655
LOC100506674
LOC100506700
LOC100506710
LOC100506713
LOC100506746
LOC100506747
LOC100506787
LOC100506801
LOC100506834
LOC100506844
LOC100506860
LOC100506895
LOC100506985
LOC100507073
LOC100507091
LOC100507140
LOC100507175
LOC100507194
LOC100507195
LOC100507201
LOC100507205
LOC100507217
LOC100507391
LOC100507424
LOC100507459
LOC100507462
LOC100507468
LOC100507501
LOC100507506
LOC100507534
LOC100507537
LOC100507540
LOC100507577
LOC100507600
LOC100507651
LOC100507661
LOC100630918
LOC100652770
LOC100652824
LOC100653515
LOC100862671
LOC100996251
LOC100996255
LOC100996266
LOC100996291
LOC100996324
LOC100996342
LOC100996455
LOC100996579
LOC100996590
LOC100996609
LOC100996634
LOC100996635
LOC100996669
LOC100996679
LOC100996693
LOC100996758
LOC100996876
LOC101054525
LOC101060004
LOC101060019
LOC101060091
LOC101060211
LOC101060321
LOC101060351
LOC101060376
LOC101060385
LOC101060389
LOC101060542
LOC101243545
LOC101805491
LOC101926888
LOC101926895
LOC101926896
LOC101926897
LOC101926911
LOC101926924
LOC101926928
LOC101926940
LOC101926942
LOC101926950
LOC101926955
LOC101926962
LOC101926966
LOC101926975
LOC101926987
LOC101926996
LOC101927015
LOC101927027
LOC101927043
LOC101927058
LOC101927062
LOC101927081
LOC101927087
LOC101927102
LOC101927112
LOC101927117
LOC101927120
LOC101927123
LOC101927129
LOC101927132
LOC101927134
LOC101927142
LOC101927150
LOC101927153
LOC101927181
LOC101927196
LOC101927204
LOC101927207
LOC101927211
LOC101927217
LOC101927229
LOC101927230
LOC101927239
LOC101927242
LOC101927257
LOC101927273
LOC101927274
LOC101927275
LOC101927280
LOC101927282
LOC101927285
LOC101927286
LOC101927292
LOC101927311
LOC101927323
LOC101927332
LOC101927334
LOC101927347
LOC101927348
LOC101927356
LOC101927364
LOC101927379
LOC101927406
LOC101927411
LOC101927415
LOC101927431
LOC101927438
LOC101927457
LOC101927460
LOC101927464
LOC101927482
LOC101927492
LOC101927497
LOC101927501
LOC101927524
LOC101927526
LOC101927577
LOC101927580
LOC101927587
LOC101927592
LOC101927599
LOC101927616
LOC101927619
LOC101927621
LOC101927631
LOC101927637
LOC101927641
LOC101927642
LOC101927650
LOC101927651
LOC101927653
LOC101927667
LOC101927678
LOC101927683
LOC101927688
LOC101927694
LOC101927697
LOC101927698
LOC101927700
LOC101927701
LOC101927718
LOC101927720
LOC101927722
LOC101927728
LOC101927735
LOC101927740
LOC101927746
LOC101927750
LOC101927755
LOC101927766
LOC101927780
LOC101927795
LOC101927796
LOC101927797
LOC101927821
LOC101927835
LOC101927843
LOC101927844
LOC101927865
LOC101927869
LOC101927873
LOC101927900
LOC101927901
LOC101927905
LOC101927907
LOC101927917
LOC101927921
LOC101927922
LOC101927924
LOC101927926
LOC101927931
LOC101927934
LOC101927987
LOC101927990
LOC101928001
LOC101928020
LOC101928036
LOC101928043
LOC101928062
LOC101928103
LOC101928104
LOC101928113
LOC101928122
LOC101928136
LOC101928137
LOC101928138
LOC101928154
LOC101928158
LOC101928161
LOC101928162
LOC101928167
LOC101928200
LOC101928203
LOC101928205
LOC101928227
LOC101928241
LOC101928243
LOC101928244
LOC101928248
LOC101928259
LOC101928290
LOC101928292
LOC101928333
LOC101928340
LOC101928363
LOC101928378
LOC101928388
LOC101928418
LOC101928420
LOC101928435
LOC101928440
LOC101928442
LOC101928443
LOC101928448
LOC101928449
LOC101928455
LOC101928460
LOC101928469
LOC101928471
LOC101928514
LOC101928536
LOC101928537
LOC101928539
LOC101928545
LOC101928559
LOC101928564
LOC101928567
LOC101928569
LOC101928571
LOC101928580
LOC101928597
LOC101928600
LOC101928604
LOC101928611
LOC101928689
LOC101928694
LOC101928700
LOC101928710
LOC101928736
LOC101928738
LOC101928744
LOC101928766
LOC101928767
LOC101928769
LOC101928773
LOC101928778
LOC101928784
LOC101928790
LOC101928791
LOC101928794
LOC101928795
LOC101928812
LOC101928823
LOC101928865
LOC101928869
LOC101928880
LOC101928886
LOC101928891
LOC101928922
LOC101928943
LOC101928992
LOC101929010
LOC101929034
LOC101929059
LOC101929064
LOC101929080
LOC101929084
LOC101929086
LOC101929125
LOC101929144
LOC101929153
LOC101929164
LOC101929173
LOC101929181
LOC101929196
LOC101929207
LOC101929221
LOC101929224
LOC101929225
LOC101929231
LOC101929239
LOC101929241
LOC101929260
LOC101929265
LOC101929282
LOC101929284
LOC101929312
LOC101929335
LOC101929344
LOC101929369
LOC101929371
LOC101929374
LOC101929395
LOC101929406
LOC101929412
LOC101929454
LOC101929478
LOC101929486
LOC101929505
LOC101929526
LOC101929539
LOC101929549
LOC101929567
LOC101929570
LOC101929584
LOC101929591
LOC101929596
LOC101929607
LOC101929608
LOC101929625
LOC101929631
LOC101929655
LOC101929663
LOC101929664
LOC101929680
LOC101929681
LOC101929685
LOC101929690
LOC101929694
LOC101929696
LOC101929701
LOC101929715
LOC101929717
LOC101929723
LOC101929733
LOC101929736
LOC101929743
LOC101929746
LOC101929753
LOC101929760
LOC101929765
LOC101930452
LOC102060414
LOC102288414
LOC102467073
LOC102467074
LOC102467075
LOC102467079
LOC102467146
LOC102467147
LOC102467212
LOC102467213
LOC102467214
LOC102467223
LOC102467224
LOC102467225
LOC102467655
LOC102477328
LOC102546226
LOC102546228
LOC102546298
LOC102577424
LOC102577426
LOC102659288
LOC102723318
LOC102723320
LOC102723344
LOC102723354
LOC102723362
LOC102723426
LOC102723448
LOC102723483
LOC102723487
LOC102723505
LOC102723510
LOC102723513
LOC102723562
LOC102723578
LOC102723590
LOC102723605
LOC102723617
LOC102723631
LOC102723641
LOC102723680
LOC102723737
LOC102723742
LOC102723824
LOC102723854
LOC102723859
LOC102723927
LOC102724094
LOC102724188
LOC102724190
LOC102724224
LOC102724246
LOC102724316
LOC102724321
LOC102724386
LOC102724484
LOC102724508
LOC102724550
LOC102724555
LOC102724558
LOC102724631
LOC102724651
LOC102724663
LOC102724678
LOC102724691
LOC102724820
LOC102724827
LOC102724862
LOC102724890
LOC102724927
LOC102724933
LOC102800310
LOC102800315
LOC102800447
LOC103091866
LOC103191607
LOC103312105
LOC113230
LOC115110
LOC145837
LOC146481
LOC146513
LOC146880
LOC148413
LOC149950
LOC150381
LOC151174
LOC151475
LOC151484
LOC152225
LOC152578
LOC152586
LOC154872
LOC158960
LOC1720
LOC200726
LOC221122
LOC253044
LOC253573
LOC255654
LOC256880
LOC283070
LOC283332
LOC283352
LOC283440
LOC283575
LOC283585
LOC283692
LOC283693
LOC283914
LOC284023
LOC284080
LOC284294
LOC284578
LOC284632
LOC284648
LOC284661
LOC284757
LOC284801
LOC284837
LOC284889
LOC285484
LOC285627
LOC285629
LOC285692
LOC285696
LOC285740
LOC285768
LOC286094
LOC286114
LOC286189
LOC286190
LOC286238
LOC286367
LOC286370
LOC338797
LOC339240
LOC339529
LOC339568
LOC339622
LOC339807
LOC340017
LOC340074
LOC340107
LOC340113
LOC340515
LOC344887
LOC387810
LOC388553
LOC388692
LOC388849
LOC388882
LOC388942
LOC389033
LOC389332
LOC391003
LOC399715
LOC400043
LOC400548
LOC400558
LOC400620
LOC400644
LOC400654
LOC400655
LOC400685
LOC400736
LOC400794
LOC400863
LOC400891
LOC400927
LOC400958
LOC401010
LOC401052
LOC401134
LOC401177
LOC401242
LOC401286
LOC401320
LOC402160
LOC439994
LOC440028
LOC440117
LOC440416
LOC440434
LOC440461
LOC440600
LOC440602
LOC440704
LOC441025
LOC441178
LOC441454
LOC441461
LOC493754
LOC494141
LOC54944
LOC550643
LOC553103
LOC554223
LOC613037
LOC63930
LOC641515
LOC642236
LOC642423
LOC642426
LOC642852
LOC643355
LOC643486
LOC643623
LOC643733
LOC643770
LOC643923
LOC644050
LOC644145
LOC644172
LOC644838
LOC644919
LOC644961
LOC645166
LOC645354
LOC645355
LOC645382
LOC645434
LOC645638
LOC645949
LOC646268
LOC646522
LOC646719
LOC646743
LOC646862
LOC647323
LOC647859
LOC648691
LOC649324
LOC649330
LOC650368
LOC653486
LOC653602
LOC653786
LOC654342
