"D0_Others"	"D8_Others"	"D0_TEL.AML1"	"D8_TEL.AML1"
"1053_at"	0.370922156219375	0.278650190586692	0.625744372770692	0.571172417496861
"117_at"	0	-0.379874069199526	0	0
"121_at"	0.501369699607078	0.0504774423322196	0	0.244449765367838
"1294_at"	-0.357171026478969	-0.803926996362289	-0.165448310053977	-0.69891210107664
"1316_at"	-0.00731779228526541	0.280137242374484	-0.241580659592255	0.262500159652875
"160020_at"	0.402948579218057	-0.333400083735531	0.59127444419375	0.314655839465541
"1729_at"	-0.384165441688285	-0.27875200993123	-0.255574483049726	-0.47936203377556
"177_at"	0	0.40781708122245	0	0
"1861_at"	0	0	0	0
"200001_at"	-1.27886420984309	-1.82512188783596	-1.32653848133533	-1.48720779783749
"200002_at"	0.277951502895485	0.0265978521677557	-0.192451949738496	-0.163138464735129
"200004_at"	-0.409500087540142	-0.291169576744338	-0.272309784164513	-0.16862671170051
"200005_at"	-0.0684451827043731	0.197387421721285	-0.0864010053883373	0.208645903370453
"200006_at"	-0.00936358070487664	-0.295492582881229	-0.155597315346803	-0.207909943789533
"200007_at"	-0.466919008685373	-0.651762600385586	-0.357436579603375	-0.595876170958443
"200009_at"	0.547269994477066	0.482281110985229	0.672346899236144	0.541805574250054
"200010_at"	0.326769345235352	0.421597554308116	0.0076247254645132	0.250876715442265
"200013_at"	0.762037093746811	0.443878566264866	0.166755206447197	0.153132634490921
"200017_at"	0.386122922912479	0.0823673074835014	-0.0433256620132703	0.0914068313432388
"200018_at"	0.441814706359629	0.167283672192385	0.0934295298071977	0.165161965243836
"200020_at"	-0.157104533538231	0.147968210483119	-0.0828165382312136	0.224560249997293
"200021_at"	0.261418918072367	0.0708910439339263	-0.0141242400108492	-0.0195046827842518
"200022_at"	0.081796222726199	-0.227882388020719	-0.14827151809121	-0.349910307846779
"200024_at"	0.273795689531575	0.200521670209907	-0.0805436543197295	0.190305687981414
"200026_at"	0.452177931043032	0.225119552251291	0.129084556653169	0.174466413922042
"200027_at"	-0.00392303726902909	0.113646550639743	-0.203228024572359	-0.0513315542861896
"200029_at"	0.640532275383782	0.537021091705245	0.317567000437533	0.369373712610162
"200033_at"	0.437497623591643	0.264719937256114	0.349423521985027	0.190169664505133
"200035_at"	-0.307471791572461	-0.17941267978213	0.110429276334674	0.118579510561993
"200040_at"	0.16590928493901	0.140520669260635	-0.00952122406813238	0.0498909243362089
"200042_at"	-0.167460019463155	-0.427057684021481	-0.00555218649280853	-0.238564790945716
"200043_at"	-0.961353965851371	-0.497892461660857	-0.46064078915267	-0.203548447495495
"200044_at"	-0.321252679698643	-0.299211204628607	-0.157465010540584	-0.287061606024825
"200045_at"	-0.0225773348849057	-0.145824367880369	0.00143528051090058	-0.147707004694967
"200046_at"	-0.815515151612715	-0.247568527196455	-0.5828063522163	-0.253481322855798
"200049_at"	-0.221750665255749	0.00474814936068846	0.230852069981866	0.34889528998754
"200050_at"	-0.0940034175022877	0.00388463619527357	-0.103019119943761	-0.233549543012318
"200051_at"	-0.505338600634051	-0.813021565698628	-0.615680766909152	-0.562484221189008
"200053_at"	-0.102617301680917	0.184155755366161	0.173309808796235	0.0870711621140252
"200054_at"	-0.324748383599927	-0.2869829689774	-0.745563733340796	-0.263111218906722
"200055_at"	-0.62101589241359	-0.742629669355511	-0.626196459050377	-0.755039771794477
"200064_at"	-0.0184084292617808	-0.0509141580005839	0.367793852313694	-0.032597886916875
"200066_at"	-0.0330254282302072	-0.0546482321318997	0.187168042184949	0.0120927899688947
"200069_at"	-0.496068962266644	0.0769941554553366	-0.158338244204671	0.0394409650984677
"200070_at"	-0.506186938252975	-1.05222557178046	-0.486859679021567	-0.610336822262109
"200071_at"	0.370220255455642	0.043872595697092	-0.318551525946345	-0.163955410013385
"200083_at"	0.336224500619089	0.384544724128862	0.312855931624252	0.373805320744649
"200084_at"	-0.0014642093822701	0.0347471131418438	-0.0891277008712379	-0.105047803384105
"200090_at"	-0.933518578521422	-0.546912903716464	-0.542769539792882	-0.526750558868677
"200597_at"	-0.135257654768631	0.00389025467575799	-0.188802380628244	0.0992966035090301
"200600_at"	-0.430887001675254	0.0270213774865233	-0.415171975481314	0.0687394516204396
"200601_at"	-1.25210899619041	-0.889614518556234	-1.09661466386341	-0.649017413845785
"200602_at"	-0.2731832465909	-0.236446323247838	-0.575556517329765	-0.360537497637567
"200603_at"	-0.170374194196064	-0.423245235107382	-0.0849687807125772	-0.224402738198778
"200613_at"	-1.12210461846113	-0.626441528594373	-0.521648999108093	-0.543935943280523
"200614_at"	0.350684666757777	0.831095262005613	0.748357370225889	0.874350829951034
