"D0_Others"	"D8_Others"	"D0_TEL.AML1"	"D8_TEL.AML1"
"1053_at"	0.254698387734175	0.423452597947778	0.641120605418351	0.101268288453884
"117_at"	0.376956682745875	0.405016023881517	0	0.710971852479809
"121_at"	0.260610907922071	-0.0253116460480527	-0.223748561583285	-0.017009579937918
"1294_at"	-0.721316839522279	-1.17818923042864	-0.627192039091103	-1.56502037864418
"1316_at"	-0.737571711602584	-0.560591893795785	-1.1648366473934	-0.492161080530972
"160020_at"	0.807962336375939	-0.227516200845121	0.50432272779207	-0.39683050257064
"1729_at"	-0.385605893022118	-0.211558735970863	-0.175074643492591	0.0772570200803866
"177_at"	0	-0.537750291312276	0	0.412467511002914
"1861_at"	0.385165108132755	-0.0639748632009711	0.149735423167201	-0.311099923902145
"200001_at"	-0.459546358038772	-0.808418032113	-0.338676160215449	-0.702756698488274
"200002_at"	-0.0606174366688137	-0.12256294269449	-0.22751397447799	-0.111034613828304
"200004_at"	-0.22653700086463	-0.124169599279732	0.216600926061192	-0.180374235584077
"200005_at"	0.477450732571493	0.719548594383111	0.652682867979637	0.620003626779392
"200006_at"	-0.026206519539322	-0.0694013380696727	-0.0199708116498591	0.135184145238709
"200007_at"	-0.322587468069722	-0.507705352841926	-0.338554829731404	-0.476030910091529
"200009_at"	0.0839671893346612	0.153715266457535	0.528217885506702	0.125012062005096
"200010_at"	0.0428882860957174	0.0596014872717703	-0.156657906642865	0.130318645081079
"200013_at"	0.701926068521708	0.728180962345991	0.568068450830543	0.686659534990044
"200017_at"	-0.272233857938133	-0.491886918951826	-0.488690295371839	-0.336730207195769
"200018_at"	-0.0585552216059977	-0.194394435470697	-0.311157244314884	-0.061125416416786
"200020_at"	-0.467824639608335	-0.115952106012218	0.18544897292762	0.0288552680691136
"200021_at"	-0.681374004728633	-1.07337764953356	-0.950948153355233	-0.872280728129882
"200022_at"	-0.45795300493152	-0.532536289902019	-0.486112802423047	-0.402692976525373
"200024_at"	-0.374514749056498	-0.340495314454113	-0.428893691719809	-0.20380391342497
"200026_at"	-0.445830878454734	-0.685011394430809	-0.696876632419594	-0.421863867852805
"200027_at"	-0.987551044399668	-0.516543193114078	-0.15471686352454	-0.168622459335433
"200029_at"	-0.257130799623596	-0.319892082115791	-0.412192123925948	-0.258095781595117
"200033_at"	0.0559560311825376	-0.109535603978482	0.243602336114204	0.0265063222632342
"200035_at"	-0.11615110259023	-0.156422196792034	-0.217249147036158	-0.150250942529366
"200040_at"	-0.233293886574032	-0.0628146598421715	-0.0916764566737278	-0.381328252951796
"200042_at"	0.00567861137248116	0.0789724327386274	0.226265508081699	0.172357627326933
"200043_at"	-0.28270167011584	0.0443187830441136	-0.00886610157029821	0.0608671896810939
"200044_at"	0.522024411836146	0.40710511995092	0.649879125176254	0.375721036989496
"200045_at"	-0.100043035411462	-0.218395894829641	0.054718743268813	-0.142192398761958
"200046_at"	0.497819524182905	0.531494863447698	0.623241947727811	0.638041123949478
"200049_at"	0.778022086326898	0.816673482884134	0.683706097648228	0.812184485355511
"200050_at"	-1.24989566368617	-0.473888574904517	0.0484350137406047	-1.08874825528402
"200051_at"	-0.531610811339448	-0.523421561243888	-0.236904150406748	-0.303342438024487
"200053_at"	0.318465915381459	0.32815166365739	0.422588869103331	0.330100850291053
"200054_at"	0.0136746832130505	0.239278342193636	-0.0889374652692361	0.221891406197221
"200055_at"	-0.383090336427927	-0.764234089284759	-0.569155869833461	-0.70508665584847
"200064_at"	0.212646743513069	0.681767268965766	1.19884789141727	0.702592110228673
"200066_at"	-0.529642482019849	-0.273338857539432	-0.00460554045169559	-0.109286869469468
"200069_at"	-0.79378779641142	-0.0960255742832459	-0.19808027694285	-0.531657433437697
"200070_at"	0.116105827922418	-0.183147241207017	-0.181335898646047	-0.00599383779301199
"200071_at"	-0.539874035214456	-0.592540298438804	-0.384001562992005	-0.607352645933839
"200083_at"	0.27786209080865	0.236143611879038	0.120972226280241	-0.2127448220575
"200084_at"	-0.363603255295823	0.0637879564441786	0.184904197191409	-0.214339549076007
"200090_at"	-1.12265506923274	-0.619872738819062	-0.466461535106664	-0.818299900294177
"200597_at"	-0.78062882687321	-0.318587150677414	-0.277755349229091	0.162309723182663
"200600_at"	1.06301979226714	1.11712780106318	1.2356327330284	1.55718355754141
"200601_at"	-1.91772110130658	-2.0859332857953	-1.7595922750063	-1.56885047503715
"200602_at"	0.0540611010686725	-0.21898785577306	-0.230750489497588	-0.583932244702099
"200603_at"	0.145600346452335	0.158761443901145	0.0893553569222618	0.124207631241687
"200613_at"	-0.65069033706795	-0.685610970319258	-0.626454115389819	-0.699585255991197
"200614_at"	-0.965904743716921	-0.208593561391961	0.388281461284814	0.416070400337185
"200617_at"	-1.1303104499602	-1.02963177968524	-0.710500144660653	0
"200618_at"	0.688197759257072	0.330174257133541	0.508364626296288	0.639496731300758
"200619_at"	-0.335973890669608	-0.266602208077689	-0.30246237000428	-0.431334819812603
"200620_at"	0.409928011261856	3.27815538216925e-05	0.194051265584886	0.268397973324504
"200621_at"	0.062064652124711	-0.518243020203704	-0.330871999925	0.0103058318867806
"200627_at"	-0.145026837964084	0.0383059869889273	0.34153586524913	-0.197150045220473
"200629_at"	-0.334557471638997	-0.677475545471115	-0.39772791263726	0.298200024099465
"200633_at"	-0.161339649943598	-0.457726740065693	-0.488960326201584	-0.239858447774106
"200634_at"	-1.06593349119783	-1.26371935125845	-1.1569776356501	-0.960999573718304
"200640_at"	0.547134404582856	0.443702414299095	1.05823843256717	0.597344322147331
"200642_at"	-0.100328711473948	-0.0486805346208357	0.253686238212628	0.122170769215252
"200643_at"	-0.586986750820474	-0.905575147227919	-0.51923422495737	-0.272858629529464
"200644_at"	-0.145528369938253	0.0474875169160445	0.149396998574957	-1.63672160680303
"200645_at"	0.287823245914625	0.0718212337408151	0.0224629491323238	0.121151731541444
"200649_at"	-0.977120586723496	-1.67163927640834	0	0
"200651_at"	0.0469187331742837	0.0251439809939331	-0.02779541093925	-0.0335505104834457
"200652_at"	0.235229498183541	0.422643385826536	0.155796369784484	0.479359906705573
"200654_at"	1.51189758914676	0.797535898475052	1.33730222916706	1.10724185114122
"200657_at"	0.296185558530958	0.0635003754130636	0.340525302564325	0.213856677506772
"200660_at"	-0.107519054475416	-2.21435917767136	0	-1.17239103301104
"200661_at"	0.563142954066311	0.30242222230943	0.518469099212496	1.24841266645161
"200663_at"	1.05770358366235	0.261869023787295	0.0572100760822654	0.667038402153485
"200667_at"	-0.179522230374246	-0.0920506332349298	0.239691690000784	0.127021042125902
"200670_at"	0.0137534374242811	-0.251161382957079	-1.24511320339617	-1.29433259112576
"200673_at"	0.490177851079666	0.103190609138858	0.167314512277343	-0.0898493490089223
"200675_at"	-0.182024996028399	-0.0184169611816518	0.199549784538744	-0.515704076575553
"200677_at"	-0.0649929724509768	-0.358513463686664	-0.209956948132712	0.143839116244743
"200681_at"	-0.877203485820582	-0.173590459374184	0.124590917518256	-0.329664381345781
"200685_at"	-1.12235065342756	-0.110948056622508	-0.0770939949601832	-0.202063501326013
"200688_at"	0.0124126923464569	-0.0807689147531692	-0.114250202037274	-0.321130850669147
"200690_at"	-0.736315693210047	-0.495043788951053	-0.0680326464632781	-0.254189567752576
"200693_at"	0.384325787659781	0.367778080644319	0.670144019050859	0.236796497123546
"200695_at"	-0.453613615387724	-0.813140539978152	-0.278047955552648	0
"200697_at"	0.780925009533043	0.822575459661637	0.615725236944533	1.27526474197361
"200698_at"	0.723355360372876	0.939591676620495	0.916270321877857	1.49742254228975
"200699_at"	0.447815909433526	0.372536288982964	0.558948184435621	0.810004980438089
"200701_at"	0.590599983504516	0.239587519096471	0.133856854714091	0.496629206527514
"200703_at"	-0.336590199207103	-0.215848862556765	-0.159416976019832	-0.667020472640994
"200704_at"	-0.151469310033141	-0.266676844364182	-0.460628664878289	0.403327445405013
"200707_at"	-2.19357478007682	-2.09036618190965	0	0
"200708_at"	0.0587239001853241	0.255070935856793	0.0126398786222683	0.0802218559198913
"200709_at"	-0.642491596906241	-0.915489758986249	-0.834444894243026	-1.0586839300139
"200710_at"	0.0702528728312686	-0.127620317084528	0.0748080420591499	-0.00432060262906475
"200719_at"	0.322420639353007	0.393426711284155	0.599970842739193	0.574000058368481
"200726_at"	0.23336445174724	0.539400284652666	0.650464559511153	0.586932547688848
"200728_at"	-0.00723912434283136	0.385824279125986	0.617074190320334	0.174542341570714
"200737_at"	1.06482594500127	0.810492316288629	1.08521901581057	1.02402780343986
"200749_at"	-0.574651218239325	-0.108361381086116	-0.119091699078989	-0.584384910530336
"200762_at"	-0.385708082944527	-0.590814548539761	-0.386569090161201	-1.61048522334339
"200766_at"	0.967537905977201	-0.0617305394844045	-0.530582492606147	0.831136496522914
"200771_at"	0.373219056002846	0.315531072381498	0.951737730647585	0.108540146594802
"200774_at"	-0.0709373937375251	0.18769866889993	0.0027940365128547	0.870914547208328
"200779_at"	0.572104184355073	0.0487363715378635	0.452880318378551	0.177457663087827
"200782_at"	0.759898565775233	0.589577121393265	-1.34911051111263	1.09382225466471
"200786_at"	0.370618757903697	0.224361763779916	0.181647492929756	0.00435919143929553
"200789_at"	0.0164160182648807	-0.0611134242542306	0.0339985753990533	-0.375578693959735
"200790_at"	0.489778549212913	0.584311152015133	0.450710065574818	0.848424128252203
"200792_at"	0.414592275286346	0.409310446134242	0.677716094628535	0.379085094264749
"200799_at"	0.0969877967138082	-0.144726891755047	-0.431656918810329	0.526792937670068
"200802_at"	-0.242678919623406	-0.128663457070866	0.116061783666238	-0.0759845032398303
"200804_at"	-0.0666948544822041	-0.0487239534570278	-0.113283974611081	-0.0166053097104584
"200805_at"	0.485574642191652	0.21245338615859	0.385943439226052	0.163668727362921
"200811_at"	0.711704893147429	0.510350384787355	0.254039203447586	-0.0226168444111607
"200812_at"	0.0936174756454875	0.184207812112229	0.630055361348195	0.0179417328789366
"200814_at"	-0.652130864581578	-0.670081285448688	-0.676081282407329	-0.896656668590001
"200818_at"	-0.127530195461317	-0.082949411993841	-0.0294559971260941	-0.216655853921141
"200820_at"	0.12459601694653	0.0866183273748256	0.35814713446727	-0.0311550359085722
"200821_at"	0.360212389811593	0.167417268027803	-0.117380854549872	0.26701093328869
"200824_at"	0.951540583623055	0.665858766111063	1.01819432551926	0.608216233433067
"200826_at"	-0.345427864559896	-0.217641467347059	-0.214576430749673	-0.253699365267796
"200827_at"	-0.367579458015929	-0.374170689056806	0.0778622143764611	0.257612947680308
"200830_at"	-0.296235000135267	-0.429643502082417	-0.106716290496877	-0.320470076467618
"200837_at"	0.243333910102828	0.101994243557426	0.236266034712404	0.132577858999534
"200838_at"	0.989648196987865	0.409980421419968	0.385185806082397	1.62831498978474
"200840_at"	-0.156059599571519	-0.0263963851043876	-0.0877337368409083	0.0075657163580658
"200848_at"	0.478336090891425	0.730072069078881	0.624621852274661	1.05997443102364
"200853_at"	-0.147521358200878	-0.382710212314125	-0.239896466291535	-0.256252950354941
"200854_at"	-0.857295964156645	-0.342854391273347	-0.251513485710692	-0.277814181455618
"200855_at"	-0.675359288839608	-0.366144042129162	0.255664539357888	0.00549491502643473
"200861_at"	-1.38820959494322	-1.47709993322029	-1.28840557349741	-1.15086721653986
"200862_at"	0.422105606929468	0.0550185063814697	0	0.603787085395541
"200867_at"	0.270241773770321	0.244327680058847	0.417604410264369	0.0824370745555605
"200869_at"	-0.316205738199963	-0.290192150675106	-0.43188079888402	-0.266783535035751
"200870_at"	-0.349908872525674	-0.161836147514546	-0.272416174317021	0.117163467406435
"200872_at"	-0.60040505412111	-0.473719315540253	-1.03621566875523	1.21467590415444
