"D0_Others"	"D8_Others"
"1053_at"	-0.126145198568285	0.720018303617785
"117_at"	0.231896051245305	-0.878250970635337
"121_at"	0.164690900614317	-0.16620054857203
"1294_at"	-0.569533455789395	-0.43524370922602
"1316_at"	-0.349042549834549	0.0675613238556751
"160020_at"	0.986614513572281	0.00347767729393933
"1729_at"	-0.737151257343097	-0.817928086187017
"177_at"	0	0
"1861_at"	-0.336798113731536	-0.427627668387975
"200001_at"	-0.90081989399865	-1.12861408356677
"200002_at"	-0.00288039653099759	-0.353048946661362
"200004_at"	0.170284481576873	0.176634190174125
"200005_at"	0.75573038823563	0.758378904243752
"200006_at"	-0.120601277445786	-0.326755774688083
"200007_at"	-0.393064834002908	-0.448335762418392
"200009_at"	0.317298479434914	0.515546190151525
"200010_at"	0.159828879357745	-0.0284430662158819
"200013_at"	0.874187471603658	0.554035848452202
"200017_at"	0.141348094689974	-0.218702370829213
"200018_at"	0.163394957474299	-0.31725429232824
"200020_at"	0.12869497150121	0.36876854199118
"200021_at"	-0.694440401313805	-0.850338290957334
"200022_at"	-0.289027788805813	-0.579434004566863
"200024_at"	-0.209766064900537	-0.417902812269697
"200026_at"	-0.195899607051516	-0.609134578787419
"200027_at"	0.0311142442158037	0.126683057259893
"200029_at"	0.03143049443268	-0.135298431872391
"200033_at"	0.521561565874851	0.417810110512658
"200035_at"	-0.618569631064203	-0.937562555441158
"200040_at"	-0.331444354417824	-0.135726119625545
"200042_at"	0.134971679926773	0.20802290453554
"200043_at"	-0.448444159415965	0.0501696156538838
"200044_at"	0.184218981889023	0.237088639814198
"200045_at"	-0.716306513288901	-0.853751488484244
"200046_at"	-0.592909018207692	-0.258781623032212
"200049_at"	0.11307973645371	0.10048238812834
"200050_at"	0.369643300865278	0.953638667568795
"200051_at"	-0.422289414889288	-0.488857835939788
"200053_at"	0.0255652642397983	0.0821820185616886
"200054_at"	-0.22802543442733	-0.166150788185968
"200055_at"	-0.953994464510604	-1.3003006696775
"200064_at"	0.169792763455654	0.350522086301805
"200066_at"	0.0323302688342171	0.0608895568263534
"200069_at"	-0.166241780903723	0.532391905530995
"200070_at"	-0.378303215929275	-0.725493882928804
"200071_at"	-0.0171130305423812	-0.0057639763992956
"200083_at"	-0.208533860663129	0.155770503499211
"200084_at"	0.00720658707239075	0.297206573874634
"200090_at"	-0.533172165297678	-0.0434097461291962
"200597_at"	0.425061747139919	0.193365674325088
"200600_at"	0.26655886285524	0.342603825351851
"200601_at"	-2.08477490224285	-2.04928727756609
"200602_at"	-0.324153776389386	-0.310439475790858
"200603_at"	0.563010580176096	0.630186977669597
"200613_at"	-0.884130347761804	-0.832352336508853
"200614_at"	0.106103470706868	0.715682374947542
"200617_at"	-1.07734576742706	-0.763564690357603
"200618_at"	0.17204208053934	-0.0146413526167102
"200619_at"	-0.951134618116145	-0.719274263857463
"200620_at"	0.181236277660677	-0.0585368848161405
"200621_at"	-0.480465591863705	-1.22654369588843
"200627_at"	0.276129522754827	0.50121735203073
"200629_at"	-0.905826806732696	-1.69167029101961
"200633_at"	-0.298921928865262	-0.507052433815014
"200634_at"	-1.08609677252144	-1.27175031974193
"200640_at"	0.177322969780603	0.290876917075181
"200642_at"	-0.699325973034648	-0.699986551555432
"200643_at"	-0.609534086310305	-0.893817285781931
"200644_at"	-1.14481999200059	-0.948518812580172
"200645_at"	-0.370023278485847	-0.603236845207716
"200649_at"	0	0
"200651_at"	0.160115771949117	-0.119716244870562
"200652_at"	-0.0314982584330075	-0.0603651505219851
"200654_at"	0.489664119414581	-0.0428066748072453
"200657_at"	0.194924789110701	-0.0172550814133405
"200660_at"	-0.407714833694914	-2.42829554693102
"200661_at"	0.212235346750486	-0.718438079175641
"200663_at"	0.20214839193306	-0.0768174999615603
"200667_at"	0.101862079523904	0.0701018123887369
"200670_at"	0.138787246235646	-0.163261956129233
"200673_at"	0.573063357346179	0.416231519366091
"200675_at"	-0.803240787539442	-0.363046434732013
"200677_at"	0.685380074107361	0.68652172192972
"200681_at"	-0.389810937982556	-0.125201691284232
"200685_at"	0.906110280711514	0.937645844604813
"200688_at"	0	0
"200690_at"	0.104330696259634	-0.257967940509658
"200693_at"	0.325117372432386	0.502000737472963
"200695_at"	0	0
"200697_at"	-0.374177075158295	-0.433908934779545
"200698_at"	1.06399050417097	0.989826515085456
"200699_at"	0.361980959725779	0.367018539895344
"200701_at"	-0.190025490242107	-0.607453486101482
"200703_at"	-0.85634425902782	-0.439437197859498
"200704_at"	-1.07008918945901	-1.91568686602513
"200707_at"	0	0
"200708_at"	-0.493823580604797	-0.125157377907946
"200709_at"	-1.54507090151956	-1.43458572370858
"200710_at"	-0.521461713745868	-0.665524317892681
"200719_at"	0.204202845761484	-0.0672715566696063
"200726_at"	0.491593667285681	0.555325584528221
"200728_at"	0.902788423331105	1.05947983442826
"200737_at"	0.332297324020049	0.110822001485127
"200749_at"	-0.262590636710717	0.191100952932592
"200762_at"	-0.525098608828397	-0.130160554952393
"200766_at"	0.0619691595026222	-0.979287093884189
"200771_at"	0.456024777404036	0.757797263128099
"200774_at"	0.174068394444467	0.165775134628777
"200779_at"	0.198479540305764	-0.286336203896722
"200782_at"	-0.5810801311003	-0.913313111811689
"200786_at"	0.021197806641041	-0.0156177671274982
"200789_at"	-0.734619513653104	-0.609214970264578
"200790_at"	-0.116543314272208	-0.0407267668241023
"200792_at"	0.194393970517446	0.137959442157516
"200799_at"	0.434121710554454	0.162897830040757
"200802_at"	-0.720338821178963	-0.409529829638204
"200804_at"	-0.599584432597263	-0.653041014372137
"200805_at"	-0.344325924480588	-0.12152251630069
"200811_at"	0.128201624200909	0.0227417959869118
"200812_at"	-0.2720593163943	0.0864234406067723
"200814_at"	-0.967021321731973	-0.901122369986391
"200818_at"	-0.308435005827768	-0.232406331097906
"200820_at"	-0.541076544353828	-0.391611729012022
"200821_at"	0.833782590232946	0.637379015495085
"200824_at"	0.133007538144888	-0.00222921843829482
"200826_at"	-0.716329244598334	-0.767121816992999
"200827_at"	0	0
"200830_at"	-0.621154141273697	-0.659340019222402
"200837_at"	-0.544254280972634	-0.679305872958533
"200838_at"	-0.162195608624728	-0.719466295826431
"200840_at"	-0.0830669879316268	-0.0591498487631217
"200848_at"	0.101245151550934	0.904869018753725
"200853_at"	-0.542870745847011	-0.331164055566653
"200854_at"	-0.523171108483512	0.0721150359301514
"200855_at"	-0.0639405987284372	0.278467222250531
"200861_at"	-0.883084495280473	-1.07342433133117
"200862_at"	0	0
"200867_at"	0.606351280888823	0.598035219244254
"200869_at"	-0.0897526099442665	-0.504666480600148
"200870_at"	-0.0538611706810777	-0.0764403222891286
"200872_at"	-1.02914280945873	-2.32293563367779
"200877_at"	-0.0929111659245265	0.197063198877165
"200878_at"	1.16729092629719	0.287517764276976
"200880_at"	0.280309450026758	0.61026321392197
"200883_at"	1.50412572683289	1.54826740512133
"200885_at"	-0.477123455610796	-0.377516024712042
"200893_at"	-0.136267801049289	0.154139959555051
"200902_at"	0.223979536569315	0.309636633415412
"200904_at"	0.000853543542742585	-0.215691150825155
"200910_at"	0.085952163973257	0.320005106665452
"200913_at"	0.665855676902066	0.381114867356276
"200916_at"	-0.928260883746534	-0.892212128855711
"200919_at"	-0.0816504330576358	-0.410815883387015
"200922_at"	-1.23878425431669	-1.14830050099633
"200923_at"	0	0
"200925_at"	-0.974862214833971	-0.884688378557343
"200926_at"	-0.0881476617251202	-0.406635089446265
"200929_at"	0.143375521821509	-0.332490918814724
"200934_at"	0.18767961419616	0.359772064271203
"200935_at"	0.487045177861938	0
"200936_at"	0.403868622282749	-0.0287993996335665
"200941_at"	-0.451433350420395	-0.591599334122733
"200943_at"	-0.0858547964108389	0.0204686536609238
"200948_at"	-0.979216079797565	-0.910991638693131
"200950_at"	0.654491468857264	0.565983156729565
"200955_at"	0.238053851777208	0.474749178702893
"200959_at"	0.203191175937146	0.532813198635859
"200961_at"	-0.0357620207798277	0.208111342445717
"200962_at"	0.286490406515188	0.473143118468803
"200964_at"	-1.56214162676663	-1.41097219333134
"200967_at"	0.17359346115281	0.121585914452712
"200969_at"	0.141483741738899	0.186620148739582
"200972_at"	0.309481855103025	0.581273574900045
"200974_at"	0.0698373851696816	-0.539699006395167
"200975_at"	0.234370669135185	-0.393847997864418
"200978_at"	-0.476500438698841	-0.194398357649083
"200979_at"	-0.167562800216411	0.383919474886751
"200986_at"	-0.957016017620901	0
