A	B
1552644_a_at	0.204676145149785	-1.17063139723292
1552646_at	0	-5.19416085948463
1552648_a_at	-1.06224038478802	0
1552649_a_at	0	-4.99493404107545
1552652_at	-0.400737696531255	-0.109191288391276
1552656_s_at	-7.73830285105558	-7.56542774850439
1552658_a_at	0.110809339113811	0.0770951385264471
1552660_a_at	-0.78313623234707	-0.564825252436709
1552663_a_at	-8.21363089684161	-9.02520915486522
1552664_at	1.70120157705398	1.20019630121669
1552665_at	-0.19565790569371	0
1552666_a_at	0	-0.392344194595235
1552667_a_at	0	-5.54002117494412
1552670_a_at	-0.373409224840106	2.20900946131462
1552677_a_at	-0.575574039057257	0
1552678_a_at	-1.35762377015057	-0.584970010983751
1552680_a_at	-2.8498009185707	0
1552682_a_at	-0.588569032993336	0
1552684_a_at	2.83224255053319	4.82444682475225
1552685_a_at	-2.13400712494067	0
1552689_at	0	-0.404802344381665
1552690_a_at	-0.923979795236568	0
1552691_at	-2.34352196641848	0
1552694_at	3.90965073317571	-1.56231926296365
1552695_a_at	0.263439238550927	-0.838030888880684
1552696_at	-0.13524627992297	-0.322554508694785
1552698_at	0.215349140944798	0.369093595945241
1552701_a_at	0.374674214681452	-0.128509595417883
1552703_s_at	0.999386980609502	7.52436115359263
1552705_at	5.94010610438137	6.43749185563084
1552708_a_at	1.86545788419956	0
1552711_a_at	0.0310232167250586	0.0382535506009845
1552712_a_at	0	-5.50542450692785
1552714_at	-1.87290841080243	-2.49627748224746
1552715_a_at	0	-0.210773908585828
1552716_at	0.332829113801024	2.09010596316119
1552717_s_at	-0.632791468332069	-0.39727640973936
1552719_at	-7.8609244165047	-8.1368992643256
1552721_a_at	0	0.348302922448388
1552722_at	0	0.284862261915135
1552724_at	6.40070459846889	0.603045675864017
1552727_s_at	1.127870546146	0.317362019091192
1552729_at	-8.45252210692145	-2.32411785637953
1552732_at	1.37061416888724	5.35757329205475
1552733_at	1.02435252276007	1.04234989963467
1552734_at	1.37749808141627	-0.230478130326718
1552735_at	0.500112265833623	0.410756862078177
1552736_a_at	0.389450086108436	0.313319915038841
1552737_s_at	-7.70185099103016	-7.76068908207567
1552738_a_at	-0.166027287605992	2.5463562596832
1552739_s_at	0.25724445152055	0.729560717776263
1552742_at	0	0.223139987414545
1552752_a_at	1.64499969069624	-0.361760142873043
1552754_a_at	0	-0.344638997375055
1552760_at	0	-2.12732129317409
1552766_at	0.800781284423869	0.493292448197452
1552767_a_at	1.07021264113979	1.10796281638011
1552769_at	3.61714679304557	4.12655175426278
1552770_s_at	0.287874812499644	2.07676343011303
1552773_at	3.47631335853456	3.73587311610587
1552774_a_at	2.58551330667686	0.13116999861405
1552782_at	0	1.71363080255526
1552785_at	1.93117677296576	0.219881114034736
1552787_at	0	0
1552788_a_at	-2.93213127313973	0
1552789_at	1.87433011565061	1.42612573640349
1552790_a_at	0.601099302792052	0.209896719066252
1552792_at	-0.801609617433232	-2.08080153802235
1552794_a_at	1.90422054354716	2.93233722279103
1552797_s_at	0.424136870315891	2.39368424550632
1552812_a_at	-0.772998443191061	2.08644556204855
1552822_at	4.47994391201984	5.72308324680635
1552829_at	-6.76004230978527	-1.93786113331629
1552842_at	0	-4.19044109750389
1552846_s_at	-9.11510559540588	0
1552848_a_at	3.84557751770255	-0.431969964775138
1552862_at	4.86033284584209	0
1552863_a_at	0.295470396677987	0.287783950660456
1552867_at	0.51845067508521	0.313225154413634
1552878_at	1.80554817011274	0.341679038733247
1552879_a_at	0	0.750735908385569
1552884_at	0	-0.16455432644052
1552889_a_at	-0.377699518507475	0
1552895_a_at	-0.125201774299261	6.23870801495662
1552897_a_at	0.613323241580315	0.462545833847948
1552899_at	0	3.54364044197617
1552904_at	0	2.22335301956252
1552908_at	0	-0.339442578110517
1552921_a_at	-0.0407673528562533	-0.154754844147169
1552922_at	0	-6.43418720613297
1552924_a_at	0	-0.623824962149699
1552925_at	0	-7.22680140421265
1552927_at	2.11452336146243	1.8354373234862
1552928_s_at	-0.55056993638997	1.65053635513964
1552930_at	0.144360350047191	-0.254277107665994
1552931_a_at	-0.0908458852835103	0.0512297921613634
1552937_s_at	-0.0809941040602329	-2.43755721399551
1552938_at	2.10030770996365	-2.47399634865058
1552939_at	3.50211448544053	0
1552942_at	2.73303304711777	0.28734773554977
1552943_at	0	0.14109604354524
1552946_at	0.0736305029798485	4.07070011227524
1552947_x_at	-0.43067905110708	-2.2748030532176
1552950_at	2.73269205527685	0
1552953_a_at	0	-0.037413067351407
1552970_s_at	5.22616549225852	0
1552976_at	0.0730181795700346	2.54523520544106
1552977_a_at	-1.88080438230051	-0.966307967199945
1552978_a_at	-1.07141360336572	-1.43244733957193
1552986_at	-6.81185274789124	0
1553013_at	0	-1.56224928627281
1553015_a_at	-0.418857782701558	-7.72123377495546
1553020_at	0	-4.35201978628785
1553023_a_at	-0.265817143610461	0
1553027_a_at	0	-0.159908844415389
1553030_a_at	-0.55888172067869	-0.302821839836549
1553033_at	-4.24143779002881	0
1553034_at	0.175101542703998	0.394333759374943
1553037_a_at	0	-0.0999472842011588
